,snapshot_id,anxiety,Text,anxiety_level
225,11049835262840569530,1.1666666666666667,At Nubs Nob playing for the masses!,Low
226,11049835262840569530,1.0,"What an amazing way to end the Olivet School's Fine Arts Festival. The band's presentation of Africa. Yes, that is Lauren on the Bass Clarinet solo!",Low
227,11104593526451055549,1.1428571428571428,I will be speaking at TU-Automotive Detroit this June with representatives from Ford and AccuWeather.  The presentation topic will be Driver-Centric Integrated Solutions.  Woohoo!,Low
228,11104593526451055549,1.0,Had a great panel today at TU Detroit.,Low
229,11104593526451055549,1.4,Stuck on a hot plane.  Thanks #United.,Low
230,11104593526451055549,1.4,"Waiting for new tickets, might be stuck in London for awhile 😀",Low
231,11104593526451055549,1.4,Switzerland looks nice from the airport.,Low
232,11108248542043055690,1.4,Sooo I’m super excited about this at the end of the month!!!  @mamii247 @browneyedhaze1215 @w_cruzgonzalez. .    . #girlstrip #vegas #rickymartin #procreate #sketchaday #ipadpro,Low
233,11125231038957490896,1.8571428571428572,"Where did the time go!  At 4:10pm today a 7 pound 9.5 ounce 19.5 inch baby girl came into this world and changed my and her dafdy's life forever!  She is the most loving, strong, funny,  stubborn, smart and beautiful girl that anyone would be lucky to meet.  Baby girl you make your Mommy and Daddy proud every single day.  Love you all the Stars in the Sky and Sharkie too!",Low
234,11125231038957490896,1.8571428571428572,Auntie Mary here we come!,Low
235,11125231038957490896,1.0,"To end a fun and relaxing weekend with Auntie Mary, visiting Notre Dame.   @ University of Notre Dame",Low
236,11125231038957490896,1.0,And just like that I have a kindergartner!  Mr. AJ had the same preschool teacher as Miss Lina.  Tell time to stop going so fast!,Low
237,11138612929668356701,2.0,Another great 4th of July spent with wonderful friends!,Low
238,11142719043022694219,1.3333333333333333,It’s Graduation 🎓 Day!  Moving up and moving on to high school. #Montessorirocks✌🏾#Mysonisdope,Low
239,11142719043022694219,1.3333333333333333,"Congratulations to all the 8th grade graduates @ Judith P. Hoyer Montessori School.  We are extremely proud of James and all of his accomplishments & contributions he made during his tenure at Hoyer. Also, we extremely grateful to all the teachers and staff members (past  & present) that have poured into James’ overall Montessori experience.  It has truly been an honor....onward to Bishop McNamara Catholic High School.  . #Montessorirocks #proudparents #classof2018",Low
240,11142719043022694219,1.3333333333333333,Getting ready to run a 5k with Lisa Cason.,Low
241,11142719043022694219,1.3333333333333333,I did it...I did it 🙌🏾🎊!  I officially completed my first 5k this morning 🏃🏾‍♀️AND I won the Road iD raffle prize!! Thank you to @holmesfinest1 & @l.cason for your support and motivation. I am looking forward to my next 5k ❤️.   @ Indian Head Rail Trail (White Plains),Low
242,11142719043022694219,1.8,"Finally got my bike today!!! Yes, I purchased a helmet as well.  I just wanted to test my bike out on the mean streets of Bowie 🚴🏾‍♀️.  @l.cason  I see cycling in my future.",Low
243,11142719043022694219,2.0,I am participating in my first Black Girls Run event this evening!  I am really excited.  My passion for running is starting to resurface ❤️🏃🏾‍♀️.  Thanks @l.cason for the introduction.  . #Blackgirlsrun #accountabilitypartners,Low
244,11142719043022694219,2.0,Just completed a 5k with Black Girls Run 🙌🏾,Low
251,11142719043022694219,3.0,I am on the road to a happier and healthy lifestyle.  I’m 30lbs lighter and extremely proud of my commitment to get fit and changing my eating habits.  This is an awesome journey ❤️.. #accountabilitypartner #planetfitness #solidcore #blackvegans #blackvegansrock,High
252,11156103277197680506,1.5714285714285714,Rainbow Lake in Mount Zirkel Wilderness. About 9 miles round trip; 1450' elevation gain; 9971' at lake. Carried a 30lb pack. My brother walked slow so I could keep up.,Low
253,11156103277197680506,1.5714285714285714,Lower Maxwell Falls hike. Considering it was only a few minutes away I figured I better go check it out. Waterfall was a trickle but the flowers were lovely.,Low
254,11156103277197680506,1.7142857142857142,"Rope Jam results! For the past 6 weeks we have drilled roll-ups. Through trial and error, bruises, fails, and bails it finally came together. I would have given up if it wasn''t for the amazing encouragement. 'Take your glasses off and fall on your face!'"" It worked 💜🤣 Love you both""",Low
255,11156103277197680506,1.7142857142857142,Second interview ✔️ Ganglion Cyst removed ✔️ same dress. Killing it 🤣,Low
256,11156103277197680506,1.7142857142857142,Hanging out Friday afternoon in the tailgate of Scott's Jeep. Lots of laughs with those two!,Low
257,11156103277197680506,1.75,Ciao Charlotte. Buenos Dias Madrid! It's fantastic to be back again.,Low
258,11156103277197680506,1.75,Stitches are out. Hoping the next week of healing does the trick so I can get in the air for 7th Rope Meeting in Barcelona! Duck tape and super glue if all else fails. Purple incision marker makes it look worse than it feels.,Low
259,11178893862060923050,1.0,"I’m verklempt. Colorado is so beautiful, especially today, driving north along the Front Range and seeing the green leading to the purple leading to the white, in stark contrast to the vivid blue sky. No, it’s not like this every day, but many! So miss my home and the people here. (Crappy photo from the Bustang en route to Fort Collins but you get the gist.)",Low
260,11178893862060923050,2.0,Iâm boarding my flight back now...,Low
261,11178893862060923050,2.0,"Not a fan of these flights...TSA Pre is closed, half of security is closed, and a fricken bunch of kettles everywhere. *Sigh* #FirstWorldProblems.",Low
262,11178893862060923050,2.0,"Ready to do this! US Embassy, here we come! On Wednesday [after I sleep off the jet lag (yes it’s a 9-hour flight in the same time zone but that dry air is real) and have a brunch and do some work and get caught up with Juliet.] And find time for some guy I know.",Low
263,11178893862060923050,2.0,"Chilean crew and a lot of Chileans in an airplane that’s different from what was scheduled. Yes, I’d like a different seat than what I ended up with, but my heavens these people are acting like it’s the Apocalypse. And delaying me getting my PDB.",Low
264,11178893862060923050,2.0,"Love, Simon'"" is perhaps the worst movie to see in a public setting (ITC an airplane) for me. My eyes were so red from crying that the flight crew was about to deny me another glass of wine. He had it '""easy,'"" and I had it easier, but by no means is that experience easy or joyful in the moment. So proud of this film, and the entire cast (especially Josh D - can he be my Dad even if I''m older?).""",Low
265,11178893862060923050,2.0,"After 8+ hours with one of the worst flight crews I’ve ever experienced, I’m in Santiago!!!",Low
266,11178893862060923050,1.0,My hubby’s moving to Miami! Unconditional permanent residence approved!,Low
267,11178893862060923050,1.0,RIP. You were an incredible storyteller and a brave man who laid out your life for us to learn from.,Low
268,11178893862060923050,1.0,Great way to spend a day before a flight! Thank you everyone!,Low
269,11178893862060923050,1.0,My winged chariot to Dallas.,Low
270,11178893862060923050,1.0,"Got five hours of solid sleep, surprisingly, and the crew was excellent. Nice way to end the trip. Now for a shower!",Low
271,11178893862060923050,1.0,"Home!! The worst part of the trip was waiting for luggage in MIA even though mine was the first out, so it was a great trip! Back in two weeks to close the Chile home and bring Tulio and Juliet to Miami!",Low
281,11178893862060923050,1.6,Flight has been delayed twice now...and the incoming plane is coming from where I’m going. This is going to be interesting as my connection gets smaller and smaller. At least I get to listen to a woman plan a crappy meeting at full voice. I realize why lounges don’t use “Class” in their names anymore - there ain’t any.,Low
282,11178893862060923050,1.6,"All ready for the arrival of la hija!! I hope she likes Western style...(that may really be a purchase all about me rather than her, but it’s cute).",Low
283,11178893862060923050,1.6,Nothing like being stuck on the tarmac waiting for a gate with six other aircraft after a 10-hour flight. But yay! I’m in Chile again!,Low
284,11178893862060923050,1.6,"In Spain you never say, “This is the last time (that I’ll see you, that I’ll be here, etc.),” you say it’s the penultimate time. This weekend is going to be full of penultimates for us. Exciting and sad.",Low
285,11178893862060923050,1.6,"Tulio is all about getting into the gym in our building in Miami (which is very nice, I must say - I saw it on the orientation tour) once we’re back. It brings this to mind:",Low
286,11178893862060923050,1.5,"Today is The. Big. Day. Still a bit to do, but we’re trying to stay calm, cool, and collected. It really is just another flight, but then it isn’t, and arrival will be very different since there’s the final step with CBP for Tulio to be a true permanent resident. Papers are in order, visa is firmly affixed to passport, and all fees paid. . Also, this is truly goodbye. While Tulio was still here, I had one foot in Chile and one in the USA, but that will be gone (except for the in-laws and good, no, GREAT friends, of course!). I know that Tulio is excited about this new adventure but it’s also hard for me to see the sadness in him for leaving the people he loves. We all go through this process differently so I can’t rely on my experience to give me insight into his feelings. . The pup is freaked out because she knows what these suitcases mean, but she doesn’t realize that she’s coming with us! She’s obviously upset but we’re hoping that the new sights and smells of the airport and airplane will keep her busy and interested instead of scared as she embarks on her first flight. If only she could appreciate the fact that she’s in Business Class! I’ll turn her into a travel snob yet.. So, I guess all there is to say is, ¡Vámonos, familia! 🇨🇱 🇺🇸🙎🏻‍♂️🙎🏼‍♂️🐕❤️",Low
287,11178893862060923050,1.5,The final six. Missing: carry-ons.,Low
288,11178893862060923050,1.5,Goodbye to our home and neighbors/friends for the last eight (four for me) years.,Low
289,11178893862060923050,1.5,"Getting ready to go. In our seats, Tulio familiarizing Juliet with the “por si acaso” room, and Juliet in her sweet J nest in Tulio’s footwell, all ready for our 8.5 hour flight.",Low
290,11178893862060923050,1.5,"We have landed, and Juliet has proven herself to be a natural traveler!",Low
291,11178893862060923050,1.5,"This is like being on vacation. Wake up at 7 am, beach with the pup, home for lunch/RUS-CRO/wine, and now the pool in the shade with a warm but not hot breeze. I haven’t felt more like I’m on vacation in over 20 years. And I’m at home. (Obligatory foot pic.)",Low
292,11178893862060923050,1.25,"Today would be my Dad’s 82nd birthday. Happy birthday, Dad. I love you and miss you!",Low
293,11178893862060923050,1.1666666666666667,"CONFIRMED! Tulio, Juliet and I are moving to Denver in October!",Low
294,11178893862060923050,2.0,Starts about 3:10  https://www.cnn.com/2018/08/19/politics/ip-forecast-russian-spy/index.html,Low
295,11178893862060923050,2.0,"I just realized that for my trip on Thursday, this will be the first time in over a decade that I don't have to worry about who is where - my entire family is in the same country! (Not that international is a difficulty with today's tech, but you get the idea.) Small things can make a big difference.",Low
296,11178893862060923050,2.0,Love these flights.,Low
297,11178893862060923050,2.0,Why I’m going to Denver this weekend.,Low
298,11178893862060923050,2.0,"Breathable, lightweight air. Oh, how I’ve missed you! I could even, if I wanted to, put on long pants and not suffer. I could even walk outside for a block and not arrive completely wet. I will always take 104 degrees in August in Denver over 89 degrees in August in Miami. I’m about to cry because of the extreme comfort.",Low
299,11178893862060923050,2.0,Checking out the new neighborhood.,Low
300,11178893862060923050,2.0,On the road again!,Low
301,11178893862060923050,2.0,"Since my flight is delayed more than an hour, I decided to learn how this Priority Pass restaurant thing works, and must admit I’m impressed!",Low
302,11178893862060923050,2.0,"Ground stop in MIA and I’m at 37, 000 feet en route to...MIA. 😳",Low
303,11186446580471979707,1.6666666666666667,"Hey friends: My latest album is out today, on the amazing Touched label (where all proceeds go to charity). I wrote this between 2014-2016. The liner notes (attached) do a far better job of explaining it than I can here. . Spotify: https://open.spotify.com/album/1YFKLsGtLCXvPYKLzuOmod. Bandcamp: https://touched.bandcamp.com/album/synthesized-sounds-for-young-humans. iTunes: Who the hell knows. Looks like a search indexing issue. I''ll update this when it shows up.. Beatport: https://www.beatport.com/release/synthesized-sounds-for-young-humans/2341785. Huge thanks to Martin Boulton, John Tejada, Jon Drukman, and Marc St Regis (for that Studio Electronics SE-02, which got some love on the cover art too!)",Low
305,11186446580471979707,1.5,our solution to california being on fire (earlier) this week: go above the smoke,Low
306,11186446580471979707,1.0,What's the best place to look for (lease-based) rental/temporary housing these days? Still craigslist?,Low
307,11186446580471979707,1.0,"Took a four year hiatus, but it's time to get my pizzas going again",Low
308,11186446580471979707,1.0,Thanks all. Even AirBNB for ~6-12 month stays? I should have clarified I meant a lease,Low
309,11186446580471979707,1.0,"i am honored to have amazing designers (really, i've looked up to you all for years) i really respect commenting on this and offering feedback about my conclusions/argument. however, i'm sharing my own personal takeaway, a genuine measurable truth for our company, based on my own experience as a company founder in a space (b2b) â a space we have been consistently kicking ass in (it's as far from consumer as you can get, and very niche). i guess i am not sure what else to say. maybe you've all been in my situation? maybe none of you have? i don't know. but i do think i've poked a hornet's nest by writing something that one could perceive as an attack on their occupational value and we're now focusing on and validating your own personal experiences as if they invalidate mine.",Low
310,11283787223007258371,1.1428571428571428,Finally its beach time!,Low
311,11283787223007258371,1.1428571428571428,Long day but a great end to the weekend.. At the Big Brown Comedy Night <3,Low
312,11283787223007258371,1.1428571428571428,Time to redo the family picture 5 years later :D... t- minus 24 hours Samreen Rizvi Duaa Rizvi Huma Rizvi,Low
313,11283787223007258371,1.2,Beach day!,Low
314,11283787223007258371,1.2,Walking about in the Hamptons,Low
315,11283787223007258371,1.2,Almost done with wedding season...,Low
316,11293937460610680260,1.8,Logged out for the final time.. 10 years at liberty.... bring on the next chapter!,Low
317,11293937460610680260,1.0,"Brown county camping trip in the books!! Just missing Jill, Justin and Britt!",Low
318,11293937460610680260,1.0,"Brown county camping trip in the books!! Just missing Jill, Justin and Britt!",Low
319,11293937460610680260,1.6,Day 1 of being a stay at home mom under our belt.  And my oh my what a day... atleast the kids were good!!,Low
320,11293937460610680260,1.1666666666666667,RIP Glenda Sue... And the black chicken....and the white chicken... something is killing our birds....,Low
321,11293937460610680260,1.0,My family! Happy 34th birthday to my hubby!!  You are an amazing husband and dad! Thanks for helping Charli do her flowergirl duties today!! You looked studdly!,Low
322,11293937460610680260,1.0,"Not sure how we got here so fast, but we no longer have an infant in our house! Trey turned 1 today!!! He has not been easy, he is completely a boy, inside and out!!he insists on being outside in the dirt or in the water!! He loves cars, the kitty's and nursing.... still.... I am not sure how we blinked and he is already a year old! Happy birthday to my Bubby. We love you!",Low
323,11326452981502450625,1.6666666666666667,New baby guide dog Winston is staying the weekend and has already figured out cats. #doggenius,Low
324,11326452981502450625,2.0,"I am really happy that we are now co-raisers with Anne E Wright of the fantastic future guide dog, Tater! . Here he is helping to relieve the stress of finals at CU Engineering! . Get ready for a million more photos of this guy!",Low
325,11329586216091316598,1.0,Has it really been 5 years???  You still make me proud every day!!  Love you sweetie!!  ❤️,Low
326,11329586216091316598,1.2857142857142858,Bringing my baby home.  Made it from West Palm Beach to Belleview!!  Sleep a few hours and then another 1000 miles.  Hope to be home by midnight.  Thanks for the hookup Jenifer Sehlke!!  We’re keeping it in the family!!  ❤️,Low
327,11342225229326173759,1.6,"Portland 2018 Part 1: River rafting. AKA the day I found out Bukky and Momo were scared of everything @ Portland, Oregon",Low
328,11342225229326173759,1.6,"Portland 2018 Part 2: somewhere between being glam, outdoorsy, and crossing personal boundaries 🤣. #DiversityLevel #CollegePoster  @ Portland, Oregon",Low
329,11342225229326173759,1.6,#Portland #2018 Part 3: 🌹👩🏻👩🏻👩🏾👩🏾👵🏼. #InternationalRoseTestGarden #QRestaurantandBar @ International Rose Test Garden,Low
330,11342225229326173759,1.2,Did another lil #rainbow #pride look to show my support 🌈👭👬. #HappyPride,Low
331,11342225229326173759,1.2,"I tried an Orange Theory class this morning.. I am now physically, mentally, and emotionally compromised.. #RIP",Low
332,11342225229326173759,1.0,Rooftop season + wide angle lens = 👌. #SummertimeChi,Low
333,11361053415514373258,2.0,"The shooting took place less than a mile away from my house.  I live in a nice, safe, neighborhood. If this type of evil can happen here, it can happen anywhere.",Low
335,11369376360737581252,1.0,Highlights of my day in Florida.,Low
337,11398131216533925331,3.7142857142857144,"Houston, we have a connection.. #FirstWorldProblem #BasicNeccessities #CapHillChronicles",High
338,11398131216533925331,3.6,Because that's what you do when you visit Yellowstone.,High
339,11441405042275089748,3.2,"BUSY DAY: Fired from my job, Ash finished med school, landed a job as a brain surgeon, married and had 4 kids. 😜",High
340,11441405042275089748,3.6666666666666665,Horrible day for travel. Two canceled flights and 2 delays. Sharing the sights from this week while I wait to get home.,High
341,11490896097141714538,1.3333333333333333,Happy #mcm to my forever wedding date! We had so much fun celebrating @chelsea.h.harris and Brandon this weekend and wish you two so much happiness! . #7monthspregnant,Low
342,11490896097141714538,1.2,#flashbackfriday to last week’s shower for Baby Martin. So thankful for all these ladies (and those not pictured) for a beautiful shower! Baby Martin is already so loved! #33weeks,Low
343,11490896097141714538,1.1428571428571428,So thankful to all the ladies who poured out their love to us and Baby Martin in Gallant! Baby M is already so loved! #latergram #36weekspregnant,Low
344,11490896097141714538,1.75,"Happy due date Baby Martin! We may have to teach you a thing or two about timeliness, but we can’t wait to meet you when you’re ready!",Low
347,11546894241875941356,1.8,Tryst with a bro in the city of brotherly love ...,Low
349,11573572853441409020,1.5714285714285714,A big thanks to all of the bday wishes today. It was a great day and Morgan made it home for spring break. #happyfamily,Low
350,11617357645588456514,2.0,Pics from day one on the AT.  Saw a bear. Didn’t try to get a picture...just kept steppin’.,Low
351,11617357645588456514,2.0,Day two.  Campbell shelter to Tinker Cliffs to Daleville.  I have no idea what a turtle was doing on top of a mountain.,Low
352,11636776039044383977,1.75,"Happy birthday, sweetheart! Two birthdays in a row we've somehow stumbled into Sedona!",Low
353,11696555265462338051,1.0,Hiked through Cedar Breaks without breaking any Cedars or ankles. It was one of the most incredible places I’ve been! The pictures don’t do a justice for the elevation changes.  @ Cedar Breaks National Monument,Low
354,11696555265462338051,1.0,"We had quite the outdoor adventure in Door County! @ Door County, Wisconsin",Low
355,11721312032604800980,2.0,I have been in New Orleans for approximately 90 minutes and have already gained 5 pounds.,Low
362,11721312032604800980,2.0,At the protest - Pence is at a GOP fundraiser at the Rittenhouse Hotel #keepfamiliestogether,Low
363,11721312032604800980,2.0,"Tonight was the sort of graduation event at the dance studio. Geoff had a gig and my teacher just left the studio (to return to hospice work because she’s a god-damned angel from heaven), so Derek, one of my fav instructors, posed for this pic with me. Two certificates because Geoff and I passed through two levels.",Low
365,11721312032604800980,2.0,Geoff and I will eat dinner together for three nights in a row this week. I’m sort of excited. He makes everything better.,Low
367,11750352889969585637,1.6,Disney World - Aerosmith Rock N' Roller Coaster,Low
370,11756245948562388162,1.8333333333333333,The Tetons this weekend were spectacular.,Low
372,11756245948562388162,1.7142857142857142,"Gorgeous evening on the flatirons, even the vultures were enjoying the view. Everything is so green!",Low
373,11756245948562388162,2.0,"What a great Memorial Day weekend for adventuring. Started off skiing Mt. Evans, then spent the rest of the weekend camping and biking around Glenwood and Carbondale. @ Carbondale, Colorado",Low
374,11756245948562388162,2.0,Luckily there’s other things to do in the alpine when the snow is melting too fast.,Low
375,11805697506383606310,1.0,"Tonight a friend texted me and needed help.  He needed a friend to talk to and asked for nothing more than a cane.  We took him that plus dinner, a couple books written by his favorite author, batteries for flashlights and some sweets.  . As my family walked away from his home, a tarp covering his sleeping bag, my heart was breaking and full all at the same time.  Sometimes I think that I’m the one helping him, but then realize he helps me more.  #cuprunnethover #freehotsoup #foodforthesoul",Low
376,11805697506383606310,1.0,"I am very much indebted to my office mate, Peter Vaughn, for saving me from the ferocious fowl today.  The wild beast, referred to as a sparrow, flew in the open car window  and landed in my lap after hitting the opposite window.  Glad I had witnesses.  #scarredforlife #teambuilding #alfredhitchcock",Low
377,11805697506383606310,1.0,Joined the gym today....trying to do some good for me on my day off! Woot!,Low
378,11805697506383606310,1.4,Hadn’t been in Salina for 60 seconds and saw this....#onlyinsalina,Low
380,11964570221617389495,1.1428571428571428,"Nine years ago today I solidified the best decision I’ve ever made. I’m so thankful for my wife Alesha Stinson and the couple that we have grown into with God’s help. We’ve had some awesome adventures, along with some crappy lows, and I look forward to everything that is to come as long as we’re together.",Low
381,12038225410559368378,1.8571428571428572,First Communion day! Congrats handsome man!,Low
383,12103546711473532685,1.5,"Completed the first tango classes in life. Many thanks to Agustin Rojas and Sol Gabis Gomez, who have made it such a fun experience for us. 💃🕺❤️",Low
384,12103546711473532685,1.0,"It’s been a couple of weeks since Sho Cho became a member of the family. Here Kitty Kitty Rescue has done an amazing job in socializing her. She starts to treat Mush like her sis and plays so gently around. With a lot of extra kisses and hugs and cuteness, everyday is a delight for us.",Low
385,12103546711473532685,1.0,"Thanks Binbin Xiao for planning and driving! Had a fun time visiting this erupting island. Volcano, guess I’ll meet you next time. 🌋",Low
387,12115852993242340806,1.4285714285714286,Goodbye Florida.,Low
388,12115852993242340806,1.4285714285714286,"Eden Ski Lake. Hook up with Arthur for personal coaching. Despite training all winter. Running, swimming, Pilates.... it still doesnât replace that first yank out of the water",Low
389,12115852993242340806,1.4285714285714286,"Slowly and methodically getting the old R90s motor back together. Last night, piston ring grinding to get the end gaps in perfect spec. Never trust the end gaps without measuring. Top compression rings measured .010” when they call for .015”. It took a while, but this little tool worked perfectly.",Low
390,12115852993242340806,1.4285714285714286,"I knew one day I’d get to 100k. It took a little over 13 years. Trips to the Blue Ridge Parkway, Florida, Nevada and Utah with zero issues. Always got me there and back in one piece. Great bike.",Low
391,12115852993242340806,1.0,Nice ride to Stockbridge for the spring bike festival,Low
392,12115852993242340806,1.0,1st boat ride with the new pooch.,Low
393,12121311828734637660,1.0,Fun times at Bring Your Child To Work Day.,Low
395,12144059624259305924,1.0,Day 1 of STRONG bootcamp was a super FUN challenge and met so many amazing ladies!! Really looking forward to tomorrow 💪👊❤ #strongcamp,Low
396,12144059624259305924,2.0,"Family and friends, thank you to Shan I've found a new spectacular chiropractor!! I went in for initial lower back pain shooting down one leg but filling out paperwork and questions there were a couple other areas bugging me. He worked on everything and gave me stretches to do at home :) Indeed by far the BEST!!!!!! I have to quit lifting for a couple weeks, and no rower/stairclimber either :(",Low
397,12144059624259305924,1.2857142857142858,Having a great time catching up with old friends 😊,Low
398,12144059624259305924,2.0,"18 hrs yesterday.... thought it was fixed around 1am, score! Good job teams. JUST KIDDING, lets have a server party day 2!! At least everyone on these calls are fun to work with 🤓😃",Low
399,12144059624259305924,2.0,"Thank you. It was done to see what exactly is causing my back pain, that's been longer than a month.",Low
401,12144059624259305924,1.6666666666666667,"Good happy Monday morning! My goal this week is to chant 1 hour before work. I've got a lot to work through as do those close to me. We'll get through it with the best outcome,  positive of it! 💕",Low
402,12144059624259305924,1.6666666666666667,"Fun work gathering, Andy was the murder mystery suspect!!! I knew it... 🧐",Low
404,12201010563123762054,1.8333333333333333,"Our house is on the market! If you know anyone who might be interested, please share!",Low
405,12204601337084291188,1.8,DEWITT CHEER IS GOING TO STATES!!,Low
406,12204601337084291188,1.5714285714285714,"Cheers to my friend of 25 years! Who’d have thought in 1998 we’d be coaching together at state finals in 2018?! Congratulations to you, Candace! What a season for DeWitt Cheer.",Low
407,12217909978484959968,1.7142857142857142,"Hey, guys. It’s Ken Tarmac. I just landed.",Low
408,12217909978484959968,1.7142857142857142,"For my recent business trip I flew Delta. I'm going give them 4 stars. They have on-demand in-flight movies and I got to watch Black Panther, Star Wars: The Last Jedi, and Thor: Ragnarok.",Low
409,12217909978484959968,1.7142857142857142,Off to the Okta Oktane conference!,Low
410,12217909978484959968,1.7142857142857142,Michele Decker presenting on the Okta panel. #oktane18 https://t.co/eEjTRGPy9T,Low
411,12217909978484959968,1.7142857142857142,At Oktane18 with President Barack Obama!,Low
413,12244993936769868566,1.0,Great weekend with Mike Hill Brandon Murray and Thomas Jonathan out in Cleveland. Till next time gents!,Low
414,12246463403444323726,1.0,This 90 degree weather is for the birds!,Low
415,12253831341775990699,1.2857142857142858,When you wake up and is like I don’t like these people. Why would I spend my time after work with people who make me miserable? Plus we are a fitness company but they serve us pizza and junk food at work events🤔,Low
416,12284107348524025869,1.8571428571428572,After 3 homes we finally get to enjoy a deck in the summer :),Low
418,12383900258634817716,1.7142857142857142,"Missing my beautiful wife Elizabeth Gries-Smith and kids Kylie Smith, McClain Smith and Nevan this weekend.  Trying to fill the void with Netflix and Aberrant Ales Transbrut  IPA :).  I'll miss them. #netflix #aberrantales #ipa.",Low
419,12445549053893962845,1.0,We enjoyed  our trip to Hilton Head and loved spending time with the boys.  Time is going so fast!,Low
420,12445549053893962845,1.0,Enjoying our visit to Hilton Head including a stop at Harbourtown.    We went back to a spot where the boys stood 7 years ago.  Had to get a “then and now photo!,Low
421,12445549053893962845,1.0,Mom and Dad arrived today and we enjoyed an afternoon on a dolphin cruise along with dinner by the waterfront.,Low
422,12456932956587101329,1.8,Hiking through 6 million acres of Denali wilderness. Whale watching on a cruise through the Alaskan gulf. Rafting down the Kenai river. Not a bad work trip. @ Alaska,Low
424,12488612021416888454,3.75,First stop: Ireland,High
425,12488612021416888454,3.75,"Certainly enjoyed working alongside my ND colleagues at the Dublin Global Gateway! . Next up, London. 👑",High
431,12502660685247488411,1.8,"I have been working on projects in my garage this winter and been unable to park our cars in the garage.  Yesterday I finished clearing the garage and reclaiming it for car parking.  And it snows the day after, I am pretty excited for not having to scrape or brush off our cars!  And shoveling got simpler too :)  Drive safe today all.",Low
432,12525583187851454916,1.5714285714285714,"Katie has been released to be adopted, and she is now officially a part of the family :D",Low
434,12588858511398213579,2.0,"This morning was rough, but we finally got it together. It's Vivian's last day of preschool and Sofia's principal for a day.",Low
435,12588858511398213579,2.0,"The newest cousin, Luna! ❤️❤️❤️",Low
436,12588858511398213579,2.0,One of our favorite camps! Join us this year.,Low
437,12588858511398213579,2.0,We had a fun evening with Sebastian at the pool.,Low
438,12588858511398213579,2.0,Happy Father's Day to this Daddy! The girls adore you.,Low
440,12621832000186030302,1.8,"A year ago today was a day that would change 2017 for our family. It was the day my back went out due to a bulging disc and pinched nerve. It was a long road of healing and recovery, including PT, lots of Chiropractic care, and ultimately surgery. It has been a painful and trying year, and sometimes it still feels like we are trying to catch-up the time and resources we lost. We are grateful for family and friends that supported us financially, emotionally, and spiritually.",Low
441,12621832000186030302,1.7142857142857142,This Daddy’s heart is heavy today! We have decided as a family that this year the girls would attend public school. Lizzie (1st grade) and Brianna (6th grade) started late last week and Natilee (7th grade) started today. This is a new adventure we are embarking on this year! Prayers would be appreciated for the transition.,Low
443,12676581714475000627,2.0,Off to Dublin!! #fernweh #wanderlust #selfdiscovery #dublin,Low
444,12676581714475000627,2.0,"My day started off so so happy! My wonderful colleagues (#yolocrew)!, had some wonderful surprises left for me at my desk. Although my b-day isn’t until the 30th, they wanted to celebrate early since I’ll be in London! Thank you, dearies!  @ University of Notre Dame",Low
445,12676581714475000627,2.0,Definitely couldn’t sleep. It might’ve been the excitement...or the turbulence on that plane. But...I MADE IT TO DUBLIN!!! Time to see the beauty and magic of this beautiful country.,Low
446,12676581714475000627,2.0,We had a chance to see the beautiful and talented Chloë Agnew at ND!! She. Was. Incredible!! #yolo #yolocrew #postyogasweatlife,Low
447,12676581714475000627,2.0,Climbed a mountain today with Kim. That was pretty freaking awesome!,Low
448,12677361572409209396,3.0,Im already feeling better.,High
449,12677361572409209396,3.0,"Im home, feeling better",High
450,12677361572409209396,3.0,"In the ER. My sugars don't even register on my meter. On saline drip, waiting on tests to come back. Hope they dont admit me.",High
451,12677361572409209396,3.0,"Slept for almost 5 hours when I got home today. Woke up, feel a bit groggy still, and have a headache, but no where near how bad I have been feeling the last few days....My mom and Jeff have permission to be mean and firm to me about my soda consumption. I can't keep doing this, especially since I am having trouble getting my meds....",High
452,12677361572409209396,3.0,Im being admitted....Sigh,High
453,12677361572409209396,3.0,"Susan, its my diabetes . I can't afford my insulin so my sugar got super high and I got super sick.",High
454,12677361572409209396,3.0,"Off in ten. A drink with my soon to be sister in law, then home. 39 feels so old.",High
455,12677361572409209396,3.0,Thank you everyone for the bday wishes. And thank you Shena Kelly and Eric W McClanahan for the dinner and drink last night. Love you guys.,High
456,12677361572409209396,3.0,Moved to my room and am settled in. Sent Jeff home. Now I am lonely.,High
457,12677361572409209396,3.0,Going home soon,High
458,12677361572409209396,3.0,"Jeff got me a cute little pouch with sunflowers on it to hold my testing kit and meds...taking tomorrow off so I can get into to see my doc to get lectured one more time....hopefully get the meds situation sorted out. Its quite possible i met my deductible being in hospital overnight. If thats the case, hopefully this wont be an issue any longer...",High
459,12677361572409209396,3.0,I hope so. They said if they do an iv drip ill be admitted.,High
460,12677361572409209396,1.6666666666666667,"There is this company called Rev. They pay you to transcribe audio files or caption video clips. Its not a lot, but its a little bit per job and the more you do the better jobs you get and more pay you get. They pay you via paypal every Monday. I checked into them and they are legit. You have to apply and take a test and stuff first. Its only a couple hundred extra a month, but thats better than nothing.....",Low
461,12677361572409209396,1.6666666666666667,"My sugar was 264 this morning. That is GOOD for me, especially when a week ago today it was over 700. I can do this, I can do this.",Low
