EventID,snapshot_id,description,permanent_or_temporary,ended_or_ongoing,end_date,date_confidence,significance,valence,life_event_type,work_perf_impact,DupeStatus,ExcludeCode,UpdatedBeginDate,UpdatedBeginDateCode,UpdatedEndDate,UpdatedEndDateCode,alias,cohort,sentiment
594,13099943977610731220,took an international vacation,Temporary,Ended,11/15/2018,High confidence,Lowest significance,Very Positive,personal,No effect,0.0,0,2018-11-10,0,2018-11-15,0,7183ee0bcc9b2b7cd3524b4861730f00,NDL1,1
595,10190405727102355072,pregnant with first child,Permanent,,,Highest confidence,Highest significance,Extremely Positive,personal,Small negative effect,0.0,0,2018-09-21,0,,0,6220abda72ca228ec9db3402b8298a68,NDL2,1
596,9618772807146534288,,Permanent,,,Moderate confidence,Moderately high significance,Very Negative,personal,Small negative effect,0.0,0,2018-09-22,0,,0,4909fb02fb781900dc3becff56a49c1d,NDL2,-1
597,9850189967422598736,,Permanent,,,High confidence,High significance,Extremely Positive,personal,Medium positive effect,0.0,0,2018-11-03,0,,0,d5b4f7fc5580e234724cf18353dd603d,NDL2,1
599,10706790697634317068,Divorce started,Permanent,,,Moderate confidence,Highest significance,Somewhat Negative,personal,No effect,0.0,0,2018-10-15,5,,0,3ca3c6abfc775fc2b99f3ad9a6b685d3,NDL2,-1
600,13172261292667267688,Marital Issues,Unsure,,,Highest confidence,High significance,Extremely Negative,personal,Medium negative effect,0.0,0,2019-02-14,0,,0,cff2575bf81e391d78e890f7f2c5f84c,NDL2,-1
601,12676581714475000627,"Changed church, moved into a new home with pets, and broke up with some friends",Permanent,,,Highest confidence,Highest significance,Extremely Positive,personal,Small positive effect,1.0,0,2018-12-02,0,,0,89a0a3b2ff03217193a7ce78ec2bd29d,NDL2,1
602,9288569235052076487,,Permanent,,,Moderately high  confidence,High significance,Extremely Positive,personal,Medium positive effect,0.0,0,2019-02-13,0,,0,c5c5d2e0eaaa68fb762eda379692d7b4,NDL2,1
603,13206448200882729449,Vacation,Temporary,Ended,08/14/2018,Highest confidence,Moderate significance,Very Positive,personal,Small negative effect,0.0,0,2018-08-10,0,2018-08-14,0,97e5571972d37834f879388f5aead552,NDL2,1
604,11497802811466263472,Took a vacation,Temporary,Ended,04/05/2019,Highest confidence,High significance,Very Positive,personal,Large positive effect,0.0,0,2019-03-30,0,2019-04-05,0,6d7718f429cbaa48b6f6afe333d15781,NDL2,1
605,11607631964868437843,became engaged,Permanent,,,Highest confidence,Highest significance,Extremely Positive,personal,Small positive effect,0.0,0,2019-01-17,0,,0,7f175157f7b47535495ffb68268aa453,NDL2,1
606,9388930788343501316,Parents moves into my house,Temporary,Ended,06/10/2019,Moderate confidence,Moderately low significance,Somewhat Negative,personal,Small negative effect,0.0,0,2018-07-28,0,2019-04-10,4,b26afcb15101cce8775914d50d7874d0,U,-1
607,12004851150064816506,Memorial service for mother,Permanent,,,Highest confidence,High significance,Very Negative,personal,Medium negative effect,0.0,0,2018-07-25,0,,0,aa566f1dbe8138adef62bb9dc8494ddd,U,-1
608,9742724761214591891,Vacation - ski in colorado,Temporary,Ended,02/11/2019,High confidence,Moderate significance,Somewhat Positive,personal,Small positive effect,0.0,0,2019-02-07,0,2019-02-11,0,b0bb0321ef82863a6283d8dd5f3c9066,U,1
609,9930530513995404338,Broke up with boyfriend,Permanent,,,Moderately high  confidence,High significance,Very Negative,personal,No effect,0.0,0,2018-11-07,0,,0,d8a9f47fd1c7f509341532200aa2bff7,U,-1
610,11990416046131887286,Changed household,Permanent,,,High confidence,High significance,Very Positive,personal,Small negative effect,0.0,0,2018-10-01,0,,0,e66d4e5703d0c498dab6f6e11cfcd3a6,U,1
611,12317803403016079907,Purchased House,Permanent,,,Highest confidence,High significance,Very Positive,personal,No effect,0.0,0,2018-07-21,0,,0,84db1dfe12c95a3805f2cbc0da4cd3d9,U,1
613,9377488798592241881,Wedding,Permanent,,,Highest confidence,High significance,Very Positive,personal,Small negative effect,0.0,0,2018-06-30,0,,0,c1da80e2287ae8a259848514fdc404ab,U,1
614,12176081305419747090,car crash,Temporary,Ended,04/18/2018,Highest confidence,Moderately high significance,Very Negative,personal,Medium negative effect,0.0,0,2018-04-18,0,2018-04-18,0,06b434f5a27a14d21a136f1d5a076cbb,U,-1
615,10080946026873237725,Birth of child,Permanent,,,High confidence,Highest significance,Very Positive,personal,Small positive effect,0.0,0,2018-10-07,5,,0,a4af1dc0c91d13e4cdcfe446338201e2,U,1
616,10296227519812419084,family vacation,Temporary,Ended,02/17/2018,Highest confidence,High significance,Very Positive,personal,No effect,0.0,0,2018-02-08,0,2018-02-17,0,a0e75051b421bb1bd71d8c158580e959,U,1
617,13713449702891591320,,Temporary,Ended,08/04/2018,Moderate confidence,High significance,Very Positive,personal,Medium positive effect,0.0,0,2018-08-02,0,2018-08-04,0,9bb100a458482d02dbe557ae6a9dc741,U,1
618,11494838423297868366,Vacation Abroad,Temporary,Ended,09/28/2018,Highest confidence,High significance,Somewhat Positive,personal,Large positive effect,0.0,0,2018-09-11,0,2018-09-28,0,9e5de52f100fb9d46bb849481b49eab4,U,1
619,13675524557236069348,got married,Permanent,,,Highest confidence,Highest significance,Extremely Positive,personal,Medium negative effect,2.0,0,2018-06-30,0,,0,4dd77f94afc167f734f9bbd32379f65d,U,1
621,12025147930734708743,got a new dog,Permanent,,,Moderately high  confidence,Moderate significance,Very Positive,personal,No effect,0.0,0,2018-04-20,0,,0,f187470b9a8c995f2165908d23eb6733,U,1
622,9767765376628075157,Found out I had a nephew on the way,Permanent,,,High confidence,High significance,Extremely Positive,personal,No effect,2.0,0,2019-02-01,0,,0,692820e352fefbdef8ef5a2eb955b625,U,1
624,11138612929668356701,vacation,Temporary,Ended,07/22/2018,Moderate confidence,Moderate significance,Very Positive,personal,Medium positive effect,0.0,0,2018-07-19,0,2018-07-22,0,a40f61f017a3ca1e106c1a01445a16b3,U,1
625,11888245564622201090,Father died,Permanent,,,Highest confidence,Highest significance,Extremely Negative,personal,Medium negative effect,0.0,0,2019-01-25,0,,0,8464e997ee97d5d587c3e9584a6aabf6,U,-1
626,9974921974991829251,Problem with In laws,Permanent,,,Highest confidence,Highest significance,Extremely Negative,personal,Large negative effect,0.0,0,2018-05-01,0,,0,986f826bc904133a817b11dfbcb16818,U,-1
628,10522447337976294976,Move,Permanent,,,Highest confidence,Highest significance,Very Positive,personal,Large positive effect,0.0,0,2018-07-31,0,,0,0859b6223a585bceb6cd907a570a33d7,U,1
629,12178574152370489437,Helped facilitate an event,Temporary,Ended,05/04/2018,Highest confidence,Low significance,Somewhat Positive,personal,Small positive effect,0.0,0,2018-05-04,0,2018-05-04,0,14bf0578c8bced86a97dc608e036e35e,U,1
630,11981140892368820093,Back Surgery,Temporary,Ongoing,,Highest confidence,High significance,Somewhat Negative,personal,Small negative effect,0.0,0,2018-09-24,0,,0,c9b695564ad31d4ac31c6681656b0c68,U,-1
631,12588858511398213579,birth of niece,Permanent,,,Highest confidence,High significance,Very Positive,personal,Small negative effect,0.0,0,2018-10-11,0,,0,b2a94e58c301583c5f76c271de59b017,U,1
632,12103546711473532685,Wedding,Permanent,,,Highest confidence,High significance,Extremely Positive,personal,Medium positive effect,0.0,0,2019-01-04,0,,0,a89eed5bdfe75f1d00322ae87c40ccda,U,1
633,13637401405284044305,Change in household: person moved in or out,Temporary,Ended,05/10/2019,Highest confidence,Moderately high significance,Somewhat Negative,personal,Small negative effect,0.0,0,2018-08-25,0,2019-04-10,4,eb6eaf88d99b8769c34df37d6a627002,U,-1
634,9515607892178477808,Moved to a new house,Permanent,,,Highest confidence,High significance,Extremely Positive,personal,No effect,0.0,0,2018-06-10,0,,0,0870f0535432d0f0a8418d76efae81e2,U,1
636,13538724873795897684,Car crash,Temporary,Ended,07/24/2018,High confidence,Moderate significance,Very Negative,personal,Medium negative effect,0.0,0,2018-07-23,0,2018-07-24,0,49b144daf29229beafb633acc0f6da01,U,-1
637,9351848926066366658,Moved residence or neighborhood,Permanent,,,Highest confidence,Highest significance,Extremely Positive,personal,Small positive effect,0.0,0,2018-11-17,0,,0,f61ae169e71adfe056fea7ccff10bb4c,U,1
638,9801127776516604664,,Temporary,Ended,03/25/2019,Highest confidence,Moderate significance,Very Positive,personal,Large positive effect,0.0,0,2019-03-21,0,2019-03-25,0,c723b7556bc8af788c1c856406663e16,U,1
639,13793416675487546361,take vacation,Temporary,Ended,03/19/2019,Highest confidence,High significance,Extremely Positive,personal,No effect,0.0,0,2019-03-15,0,2019-03-19,0,eae1447d28bffad0edfc815f7382e518,U,1
640,9608347617908562123,Took a vacation,Temporary,Ended,09/04/2018,Highest confidence,Moderate significance,Extremely Positive,personal,Large positive effect,0.0,0,2018-08-25,0,2018-09-04,0,59306956e9c1b9f80daf809e30ca6eeb,U,1
641,11283787223007258371,Broke up with boyfriend,Temporary,Ended,08/23/2018,High confidence,Highest significance,Extremely Negative,personal,Small negative effect,0.0,0,2018-05-02,0,2018-08-23,0,b930b5fb122d220c5afab9d90ae2b846,U,-1
642,11721312032604800980,Mother diagnosed with kidney failure and congestive heart failure,Permanent,,,Moderately high  confidence,High significance,Somewhat Negative,personal,Small negative effect,0.0,0,2018-08-24,0,,0,158d2b3ca74efa1636ce0539d74ed86c,U,-1
644,12969398632737992557,Son car crash,Temporary,Ended,01/21/2019,Moderate confidence,Moderate significance,Very Negative,personal,No effect,0.0,0,2019-01-20,0,2019-01-21,0,ce2528bc4817136dca398f32dcef9fae,U,-1
645,12664269359473725910,Sister passed away,Permanent,,,Highest confidence,Highest significance,Extremely Negative,personal,Medium negative effect,0.0,0,2018-08-15,0,,0,7765b45cc2504b5dfae8eece2e6bd2b4,NDL2,-1
648,12776201290225305117,vacation,Temporary,Ended,11/27/2018,Highest confidence,Moderate significance,Very Positive,personal,Medium positive effect,0.0,0,2018-11-18,0,2018-11-27,0,c7a25e0a6c8bb22522b89850c978b33c,NDL2,1
650,9897582009808093798,Became pregnant,Temporary,Ongoing,,Highest confidence,Highest significance,Very Positive,personal,Medium positive effect,0.0,0,2019-01-24,0,,0,6325fb337ae8dbf291e6e08c644ac8e5,NDL2,1
652,10023064388552583547,took a vacation,Temporary,Ended,07/22/2019,Highest confidence,Highest significance,Extremely Positive,personal,Small negative effect,0.0,0,2019-02-15,0,2019-04-10,4,0273d0e2809d5f2080f1a8c52a3d2975,NDL2,1
653,13370808519384713343,Adoption of two senior dogs; one died 3 months after we adopted her,Unsure,,,High confidence,High significance,Extremely Positive,personal,Medium positive effect,0.0,0,2018-03-02,0,,0,a3356622e12ecf64550f4f32c848be38,NDL2,1
654,12525583187851454916,Loss of a pet,Permanent,,,Moderate confidence,High significance,Very Negative,personal,Small negative effect,0.0,0,2018-06-09,0,,0,74dcfc1369e79ae8a1a69a13512773f1,NDL2,-1
655,13609549683103662755,Daughter left for college,Unsure,,,High confidence,Moderately high significance,Somewhat Positive,personal,No effect,0.0,0,2018-08-24,0,,0,b171fd7c107cfa95c9426e0d820153c0,NDL2,1
656,9874253110996873329,Oldest child moved out for college,Permanent,,,Highest confidence,High significance,Neither Positive or Negative,personal,Small positive effect,0.0,0,2018-08-17,0,,0,66d6d65d0cd392ecb90a0fd5134ff382,NDL2,0
657,10628342999142943455,vacation,Temporary,Ended,06/11/2018,Highest confidence,Low significance,Very Positive,personal,Small negative effect,0.0,0,2018-06-02,0,2018-06-11,0,0f134292c8029ccc40dfa5d111ca5922,NDL2,1
658,9319173084258555363,Took a vacation,Temporary,Ended,12/29/2018,Highest confidence,Moderate significance,Somewhat Negative,personal,No effect,2.0,0,2018-12-15,0,2018-12-29,0,7340b0eae6fffe8c79ca0cf9b840c184,NDL2,-1
659,9920880897721649664,Moved houses,Permanent,,,High confidence,Moderately high significance,Neither Positive or Negative,personal,Small negative effect,0.0,0,2018-12-28,0,,0,c15cab601a54acbd5dd73050166dbf8a,NDL2,0
660,9804168679388313685,Vacation,Temporary,Ended,06/15/2018,Moderately high  confidence,Moderately low significance,Very Positive,personal,No effect,0.0,0,2018-06-10,0,2018-06-15,0,f1c34cd6067097890a6d3d2b202cd7ae,NDL2,1
661,10963545813178772006,Great Vacation,Temporary,Ended,10/07/2018,Highest confidence,Moderate significance,Very Positive,personal,Small positive effect,0.0,0,2018-09-29,0,2018-10-07,0,1be45fcbe90908430afb4d4fc283650e,NDL2,1
662,13627757931948708919,Financial issue,Temporary,Ongoing,,Moderate confidence,Moderately high significance,Very Negative,personal,Small negative effect,0.0,0,2019-02-01,0,,0,a9944871855248e568bbc185cd772925,NDL2,-1
663,12217909978484959968,Learn to play guitar,Permanent,,,Moderate confidence,Moderately high significance,Extremely Positive,personal,Medium positive effect,0.0,0,2018-09-10,0,,0,91d6093b4c8a4edeaf6920b6657c1e74,NDL2,1
664,13532496202930885256,Ended a significant relationship and my dog died,Permanent,,,Moderately high  confidence,High significance,Very Negative,personal,Medium negative effect,0.0,0,2019-01-15,0,,0,0f0cf4af63da47f1b2a891feaf11f6f8,NDL2,-1
665,11875184528195086946,,Unsure,,,High confidence,High significance,Extremely Negative,personal,Medium negative effect,0.0,0,2018-04-02,0,,0,1bccff73c31a464ee9c20f12b9fed5b7,NDL2,-1
667,9332285394675223122,death of close family member,Permanent,,,Highest confidence,High significance,Somewhat Negative,personal,Medium negative effect,0.0,0,2018-04-29,0,,0,1360c116cebd531cdba4f30eedd71143,NDL2,-1
669,10677779089133758133,Vacation,Temporary,Ended,02/09/2019,Highest confidence,High significance,Very Positive,personal,No effect,0.0,0,2019-02-03,0,2019-02-09,0,a8654fabf16f0d31c6f5a9cc0a59f169,NDL2,1
671,13142593565294768598,,Unsure,,,Moderate confidence,Moderately high significance,Very Positive,personal,No effect,0.0,0,2018-11-01,0,,0,44b410d86bb838beaca43324b1dd9ce0,NDL2,1
672,12173290729829297463,"Sold/Purchased a home, moved",Permanent,,,Highest confidence,High significance,Extremely Positive,personal,Small positive effect,0.0,0,2018-04-22,0,,0,8f37ec7d3dc810aedb4162f48812ae33,U,1
673,13087791091710201357,Took a vacation,Temporary,Ended,08/18/2018,High confidence,Moderately low significance,Very Positive,personal,No effect,0.0,0,2018-08-11,0,2018-08-18,0,d1e9ed1f7e1119efe9d77ce62df86db4,NDL2,1
674,11312308585007079101,knee injury,Temporary,Ended,09/30/2018,Moderately high  confidence,Moderately high significance,Very Negative,personal,Small negative effect,0.0,0,2018-03-24,0,2018-09-30,0,35c65a0b7c36fdf41b778207706d1938,NDL2,-1
675,12038394501324737049,took vacation,Temporary,Ended,07/15/2018,Highest confidence,Moderate significance,Very Positive,personal,Medium positive effect,0.0,0,2018-07-04,0,2018-07-15,0,11f8c90a440569b856fe3dd352110078,NDL2,1
676,13204978042600317933,Got a pet,Permanent,,,Moderate confidence,Moderately low significance,Very Positive,personal,No effect,0.0,0,2018-06-30,0,,0,486cdf7756f3749d4110f6e19609ac38,NDL2,1
678,11617357645588456514,Took a vacation,Temporary,Ended,12/28/2019,High confidence,Moderate significance,Very Positive,personal,Large positive effect,0.0,0,2018-12-20,0,2018-12-28,5,2f59548fa2e124347dca623f5cb7b9fd,U,1
681,9533211368475515709,Relations with significant other or close friend changed for the better or worse,Unsure,,,Moderate confidence,Highest significance,Extremely Negative,personal,Medium negative effect,2.0,0,2018-10-01,0,,0,da5d9d03fbb862af5126d3c553e95720,NDL2,-1
682,10058591480503807731,death,Permanent,,,Highest confidence,Highest significance,Extremely Negative,personal,Medium negative effect,0.0,0,2018-07-01,0,,0,c3e4676442a465b37343402e79aa6294,NDL2,-1
686,12488612021416888454,,Temporary,Ended,01/02/2019,High confidence,Highest significance,Extremely Negative,personal,Medium negative effect,0.0,0,2019-01-02,1,2019-01-02,0,52a1fa91f5449d77f0544cca41a61dff,NDL2,-1
687,11260127088128216290,Father had heart attack,Temporary,Ended,10/18/2018,Moderately high  confidence,High significance,Very Negative,personal,Medium negative effect,0.0,0,2018-09-18,0,2018-10-18,0,2f4763cab48041507f682ca1cfd5ea6a,NDL2,-1
688,9511122205939768027,changed churches,Permanent,,,Moderately high  confidence,High significance,Somewhat Negative,personal,Small negative effect,0.0,0,2018-11-27,0,,0,ecbd14cb1f20ff7d541ad71af412bc0e,NDL2,-1
689,10391581187184846959,,Permanent,,,Moderate confidence,Moderate significance,Somewhat Negative,personal,Small negative effect,0.0,0,2018-08-23,0,,0,8c5aee130e0f0263158bbef1e0c22f88,NDL2,-1
690,9737927597983071452,Vacation,Temporary,Ended,07/31/2018,Highest confidence,Moderate significance,Extremely Positive,personal,No effect,0.0,0,2018-07-26,0,2018-07-31,0,3a2e8f4ddb076d7fcee256ae46b1d110,NDL2,1
692,13257691313989387573,vacation,Temporary,Ended,01/06/2019,High confidence,High significance,Extremely Positive,personal,Large positive effect,0.0,0,2018-12-19,0,2019-01-06,0,79877d9a03859a9e74420b88ca85a062,NDL2,1
693,12818672595144110745,European trip,Temporary,Ended,07/06/2018,High confidence,High significance,Extremely Positive,personal,Large positive effect,0.0,0,2018-06-12,0,2018-07-06,0,219e1005445c93c9253c2b86aa7aa918,NDL2,1
694,9757296416155556522,Took vacation,Temporary,Ended,12/04/2018,Highest confidence,High significance,Extremely Positive,personal,Medium positive effect,0.0,0,2018-11-30,0,2018-12-04,0,f62eca6353ef354b8ad8d98463b6995c,NDL2,1
695,12979002574743901635,vacation,Temporary,Ended,01/03/2019,High confidence,Lowest significance,Somewhat Positive,personal,No effect,0.0,0,2018-12-17,0,2019-01-03,0,80e9da6816f564c6fc8c5171c2658d98,NDL2,1
696,12409789168030991610,Vacation,Temporary,Ended,09/23/2019,High confidence,Moderate significance,Extremely Positive,personal,Small positive effect,0.0,0,2018-09-07,0,2018-09-23,6,300816161556251e0355c5f7d5f859d0,NDL2,1
697,13184474104382057515,My dad passed away after a lengthy illness with Alzheimers,Permanent,,,Highest confidence,Highest significance,Extremely Negative,personal,Large negative effect,0.0,0,2018-08-08,0,,0,6f7ec1caf3e9e5658fb815e8bfce6a95,NDL2,-1
698,13249647788348167634,My sister and her dog moved in with me,Permanent,,,Highest confidence,High significance,Very Positive,personal,No effect,0.0,0,2018-06-17,0,,0,8486059fc090e3426c7683703245a26a,NDL2,1
699,12489411616709406503,sickness/death of loved on,Temporary,Ongoing,,Moderate confidence,Highest significance,Very Negative,personal,Small negative effect,0.0,0,2018-10-01,0,,0,de86384c7fb6b8003d85c09c2c995c89,NDL2,-1
700,10729524556661174446,Moved to Indiana from Michigan,Permanent,,,Highest confidence,Moderate significance,Extremely Positive,personal,Small negative effect,0.0,0,2018-08-01,0,,0,cca69b16d2a8041d3c2c9518489b14ad,NDL2,1
701,10387610381996061695,Remodeled bathroom,Temporary,Ended,02/25/2019,Highest confidence,Low significance,Somewhat Positive,personal,No effect,0.0,0,2018-11-28,0,2019-02-25,0,b29a3ae5e72472449068ea0d3de5fb8c,NDL2,1
702,13087083269662434355,Birth of first Child,Permanent,,,Highest confidence,Highest significance,Extremely Positive,personal,Small negative effect,0.0,0,2018-10-22,0,,0,7596e99bcc6bb94c0a18166e1854c08a,NDL2,1
704,11502541507688785255,Got married,Permanent,,,Highest confidence,Highest significance,Extremely Positive,personal,No effect,0.0,0,2018-09-15,0,,0,1ba7902b30fab18b795052e1cb197be7,NDL2,1
705,12671267457620732731,Struggled with financial bills,Temporary,Ended,11/02/2018,Moderately high  confidence,High significance,Very Negative,personal,Large negative effect,0.0,0,2018-07-01,0,2018-11-02,0,ad94729bd3b7ff50d165495892cc70aa,U,-1
706,10378176119532491055,Pregnant,Permanent,,,Highest confidence,Highest significance,Extremely Positive,personal,Small positive effect,0.0,0,2018-10-20,0,,0,40870ddefc8fd6f51bbbbf594e72770d,NDL2,1
707,9867913663606734094,Breakup,Temporary,Ended,07/01/2018,Lowest confidence,Moderately high significance,Very Negative,personal,Small negative effect,0.0,0,2018-05-01,0,2018-07-01,0,83bd81f672e8606a9a194e58d03164ce,U,-1
708,11326452981502450625,Dad had a stroke,Temporary,Ended,03/15/2019,Moderate confidence,Moderately high significance,Somewhat Negative,personal,Small negative effect,0.0,0,2018-11-14,0,2019-03-15,0,85f5ad5344ee40db465b16a66e505da8,U,-1
709,9779183629421614410,vacation,Temporary,Ended,03/30/2019,Highest confidence,Moderately high significance,Extremely Positive,personal,No effect,0.0,0,2019-03-22,0,2019-03-30,0,eb11e2c2263ea748e49f84be6cecb663,U,1
710,12971652107468080963,loss of family member,Permanent,,,Highest confidence,Highest significance,Very Negative,personal,Medium negative effect,0.0,0,2018-02-16,0,,0,76c150c5456b5c5374ba0937b601211a,U,-1
711,10042141672817927085,Dog dies,Permanent,,,Highest confidence,Highest significance,Extremely Negative,personal,Small negative effect,0.0,0,2018-10-29,0,,0,0148e9b0373a72c46bc95deb8e89b81d,U,-1
712,11618097779974573534,Wallet stolen,Temporary,Ended,09/30/2018,Highest confidence,High significance,Very Negative,personal,No effect,0.0,0,2018-09-16,0,2018-09-30,0,0c3f1ec6849baa338ec42580c0526980,U,-1
714,11809596323840985209,Started running competitively again,Permanent,,,Moderate confidence,Moderately high significance,Very Positive,personal,Medium positive effect,0.0,0,2019-01-02,0,,0,70a8d8452a4fc58cf706663328d54f30,U,1
715,13002522877007316041,Fight/falling out with in-laws,Temporary,Ended,12/20/2018,High confidence,Moderate significance,Very Negative,personal,Medium negative effect,0.0,0,2018-06-13,0,2018-12-20,0,50f17519a26f697c9fd9d39d9c7c52a5,U,-1
716,9547248024793501451,Pregnancy/ new baby,Permanent,,,High confidence,Highest significance,Extremely Positive,personal,Small negative effect,0.0,0,2018-12-21,0,,0,af0c5d1109a7583349bb8f227dca822c,U,1
717,9777858391923748976,Grandma's health declined,Temporary,Ended,05/01/2018,Highest confidence,Highest significance,Extremely Negative,personal,Medium negative effect,0.0,0,2018-04-14,0,2018-05-01,0,0ba600269b1beac4a4ca6c439eda0c43,U,-1
719,10658758456456794258,,Temporary,Ended,10/17/2018,High confidence,Moderately high significance,Very Positive,personal,Small positive effect,0.0,0,2018-10-15,0,2018-10-17,0,b1818a7cdd74b4120e309dfdddbe9a0a,U,1
720,13346780717560972831,started to plan a move to a new city,Permanent,,,Moderate confidence,High significance,Somewhat Positive,personal,No effect,0.0,0,2019-04-01,0,,0,f1491cc7646ff11956bdcf5f54ab41bb,U,1
722,10735253117254886773,Took a vacation,Temporary,Ended,06/06/2018,Highest confidence,Moderately low significance,Somewhat Positive,personal,Medium positive effect,0.0,0,2018-06-02,0,2018-06-06,0,ce71283568053038fe2621af6da466a5,U,1
723,9700311708285105703,Husband deployed to Middle East,Temporary,Ongoing,,Highest confidence,Highest significance,Somewhat Negative,personal,Medium negative effect,0.0,0,2018-11-29,0,,0,c9380ae7e1528e7fd2c73bd562bdeba1,U,-1
724,10420261905858753104,Birth of child,Permanent,,,Highest confidence,Highest significance,Extremely Positive,personal,Small positive effect,0.0,0,2019-02-20,0,,0,e28f0056009d233c69f9c2615cd0cde6,U,1
727,9251084965720942673,Hospitalizations and Dealth of a family member,Permanent,,,Highest confidence,High significance,Very Negative,personal,Small negative effect,0.0,0,2018-09-10,0,,0,e151192f8868c462eac7f7d0d6e8bdf7,U,-1
728,11507962536600314722,Family Trauma,Permanent,,,High confidence,High significance,Extremely Negative,personal,Medium negative effect,0.0,0,2018-03-01,0,,0,3ebaa6541f8ec39784b694759cb5b90e,U,-1
732,10934585165306461939,Took a vacation,Temporary,Ended,08/07/2018,High confidence,Moderate significance,Very Positive,personal,No effect,0.0,0,2018-07-27,0,2018-08-07,0,9b4a8cdee73a06c68d3f826a8c3061fc,G,1
733,13584461153344596757,Took a vacation,Temporary,Ended,06/16/2018,High confidence,Moderate significance,Somewhat Positive,personal,Small positive effect,0.0,0,2018-06-10,0,2018-06-16,0,f78d22fc115c8c293a9ce1c478701542,G,1
735,13237712673831260487,Child went on 3 month trip to Africa,Temporary,Ended,12/06/2018,Highest confidence,Highest significance,Very Positive,personal,Small negative effect,0.0,0,2018-09-12,0,2018-12-06,0,a5e5c0d045e77c529736d2f681bf4097,G,1
738,9351046835178696042,Started drawing more again,Permanent,,,High confidence,High significance,Extremely Positive,personal,No effect,0.0,0,2018-02-03,0,,0,133bd883dd7ee5d0c1b23db3ac2d1bff,G,1
739,10083189897538910676,Took up a hobby,Unsure,,,High confidence,Low significance,Somewhat Positive,personal,No effect,0.0,0,2019-01-29,0,,0,304c7598a77a336b760fce8f20a80d6b,G,1
741,11361053415514373258,Took a vacation,Temporary,Ended,04/02/2018,High confidence,Moderately low significance,Somewhat Negative,personal,No effect,0.0,0,2018-03-16,0,2018-04-02,0,8dfc7d302c8194da317ad7120ef6d46b,G,-1
742,9285331624459801611,Took a vacation to Florida,Temporary,Ended,04/22/2018,Highest confidence,Moderately high significance,Extremely Positive,personal,No effect,1.0,0,2018-04-12,0,2018-04-22,0,e7f10123ad371a024c9a21089b0ad8d1,G,1
743,10018488058394942611,Moved into Home,Temporary,Ongoing,,Highest confidence,High significance,Very Positive,personal,Small positive effect,0.0,0,2018-09-01,0,,0,5ef851a1497a8ec738d6e5970bce3245,G,1
744,11192138298778119922,Vacation - Camping,Temporary,Ended,05/05/2018,Highest confidence,Moderately high significance,Very Positive,personal,No effect,0.0,0,2018-04-03,0,2018-05-05,0,2d4c20f661a1fcf2dba92d0630a1f5e3,G,1
745,13589361849209259048,Birth of Son,Permanent,,,Highest confidence,Highest significance,Extremely Positive,personal,Small negative effect,0.0,0,2018-09-06,0,,0,d5a00041ac15fdcace489974f5414fab,G,1
746,9447534080137822985,Vacation,Temporary,Ended,07/08/2018,High confidence,Moderate significance,Very Positive,personal,No effect,0.0,0,2018-06-23,0,2018-07-08,0,76c247aca712a52f68fb23d7771aa2ec,G,1
747,12827701705279351646,Family vacation,Temporary,Ended,07/24/2018,Highest confidence,Moderate significance,Very Positive,personal,No effect,0.0,0,2018-07-16,0,2018-07-24,0,9789725f4b8c8f1ee96e92c5f716f9ab,G,1
748,9845926295715386012,Started half ironman training,Temporary,Ended,07/13/2019,Highest confidence,High significance,Somewhat Negative,personal,Medium negative effect,0.0,0,2019-01-08,0,2019-04-10,4,77e4b3829b5f3b60922790ba1a4ab141,G,-1
749,11531184972130402134,Took a vacation,Temporary,Ended,08/26/2018,Highest confidence,High significance,Very Positive,personal,No effect,0.0,0,2018-08-18,0,2018-08-26,0,1b51f6ac94cbc34ccf7b079f18c634e9,G,1
750,12978620280214771194,Moved,Permanent,,,Highest confidence,Highest significance,Very Positive,personal,Small negative effect,0.0,0,2018-05-21,0,,0,f9969014076897cd187f5fa52287c0aa,G,1
751,12051108195006321687,Vacation with daughter,Temporary,Ended,08/03/2018,Highest confidence,High significance,Very Positive,personal,Medium positive effect,0.0,0,2018-07-23,0,2018-08-03,0,f6bf1de408b0d591512fedafcb365e0a,G,1
752,13613220564732891197,kids back in school,Temporary,Ended,05/20/2019,High confidence,Moderately high significance,Neither Positive or Negative,personal,Small negative effect,0.0,0,2018-08-14,0,2019-04-10,4,97cc30e6620f8e766c066d45bf281061,G,0
753,11856186090183174550,Wife suffered from baby blues,Temporary,Ended,07/01/2019,High confidence,High significance,Extremely Negative,personal,Medium negative effect,0.0,0,2019-01-20,0,2019-04-10,4,1b0e0590af8db4a1a95fc09f785459e7,G,-1
754,13323061621464472048,car crash,Temporary,Ended,06/30/2018,Moderately high  confidence,Moderate significance,Neither Positive or Negative,personal,Small negative effect,0.0,0,2018-05-10,0,2018-06-30,0,c8f39db33408c83de9d8affd9004e533,G,0
755,9305642065631027990,Off work for new child,Temporary,Ended,03/16/2018,High confidence,High significance,Somewhat Positive,personal,Medium negative effect,0.0,0,2018-02-28,0,2018-03-16,0,711c78804940188ef4c03ed00e8467dc,G,1
