id	crawl_id	snapshot_id_x	date_enrolled	post_id	created_time	Text	life_event_category_1	continuous_events_1	Additional life event note_ 1	life_event_category_2	continuous_events_2	Additional life event note_2	life_event_category_3	final_life_event	sentiment_x	SM_LifeEvent	LifeEventFamily_x	Anticipation_x	Intimacy_x	Scope_x	Comments	sigScore_x	matchId	matchVal_x	sm_sr_x	date_x	recency_x	LifeEventCat_x	Anticipation_y	DupeStatus	EventID	ExcludeCode	Intimacy_y	LifeEventFamily_y	LifeEventFinal	SR_LifeEvent	Scope_y	UpdatedBeginDate	UpdatedBeginDateCode	UpdatedEndDate	UpdatedEndDateCode	alias	cohort	date_confidence	description	end_date	ended_or_ongoing	life_event_type	matchVal_y	permanent_or_temporary	sentiment_y	sigScore_y	significance	snapshot_id_y	valence	work_perf_impact	sm_sr_y	date_y	recency_y	LifeEventCat_y
452564	4201	12204601337084291188	2018-01-24 0:00:00	10112123433828244_10113036694281974	2018-07-06 21:24:56	We found the bride! At the bar. #GettingMurrayed				IncreasedSocialActivity	SocialEvents			IncreasedSocialActivity	0	IncreasedSocialActivity	Personal	Anticipated	1.0	2.0		0.01514663229133097	185	1.0	1	2018-07-06 21:24:56	777.1076851851852	IncreasedSocialActivity	Unanticipated		1958	0	3	Work	GotBonus	Pay Increase	3	2018-07-15	0		0	5547e843949457e9bc8a811e35173628	KLA	High confidence	Pay Increase			financial	0.0	Permanent	1	1	Moderately high significance	12204601337084291188	Very Positive		0	2018-07-15	769.0	GotBonus
728864	4977	10190405727102355072	2018-03-05 0:00:00	10110762546926549_10111283162673419	2018-06-02 15:49:36	Nothing better than a Thursday night cocktail cruise and dinner on Lake Michigan!				IncreasedSocialActivity				IncreasedSocialActivity	0	IncreasedSocialActivity	Personal	Anticipated	1.0	2.0		0.025781501772478246	190	1.0	1	2018-06-02 15:49:36	811.3405555555555	IncreasedSocialActivity	Anticipated	0.0	935	0	2	Personal	Vacation	vacation	2	2018-06-09	0	2018-06-16	0	6220abda72ca228ec9db3402b8298a68	NDL2	Highest confidence	vacation	06/16/2018	Ended	personal	0.0	Temporary	1	-2	Low significance	10190405727102355072	Very Positive	Small negative effect	0	2018-06-09	805.0	Vacation
728870	4977	10190405727102355072	2018-03-05 0:00:00	10110762546926549_10111071065118619	2018-04-14 00:34:01	Crossed Machu Picchu off the list. Truly astonishing!				Vacation	VacationEvents			Vacation	1	Vacation	Personal	Anticipated	2.0	2.0		0.01675797615211086	192	1.0	1	2018-04-14 00:34:01	860.9763773148148	Vacation	Anticipated	0.0	1031	0	2	Personal	Vacation	vacation	2	2018-04-03	0	2018-04-18	0	6220abda72ca228ec9db3402b8298a68	NDL2	Highest confidence	vacation	04/18/2018	Ended	personal	1.0	Temporary	1	0	Moderate significance	10190405727102355072	Very Positive	Small negative effect	0	2018-04-03	872.0	Vacation
775869	5152	13370808519384713343	2018-03-05 0:00:00	10155161401052854_10155444962417854	2018-07-10 23:48:40	We welcomed Holly, a 10-year-old lurcher, to our family this past weekend. She settled in remarkably well with Wobbles and Katie, has learned to love lazing on a couch, and is an absolute doll. Many thanks to Greyt Angels Greyhound Adoption for rescuing her and taking such great care of her.	NewPet			NewPet	NewPetEvents			NewPet	1	NewPet	Personal	Anticipated	2.0	2.0	"Usually a family adopting pet, calling it ""part of our family"" "	0.09378021269738962	194	1.0	1	2018-07-10 23:48:40	773.0078703703704	NewPet	Anticipated	0.0	946	0	2	Personal	NewPet	Adopted Senior Dog #3	2	2018-07-07	0		0	a3356622e12ecf64550f4f32c848be38	NDL2	Highest confidence	Adopted Senior Dog #3			personal	0.0	Permanent	1	1	Moderately high significance	13370808519384713343	Very Positive	Medium positive effect	0	2018-07-07	777.0	NewPet
775872	5152	13370808519384713343	2018-03-05 0:00:00	10155161401052854_10155375779472854	2018-06-08 19:25:05	Rest in Peace, Pita Pounder Schiller. . March 13, 2003 - June 08, 2018. Although we only had the privilege of being your humans for the last three months, you brought a lot of joy and amusement to our lives. You always handled things on your terms, and we appreciated your strong, independent nature. You quickly settled into our pack, but you weren''t shy about letting the other dogs know if they were acting like fools.. We got a lot of laughs when you would deliberately take your treats and plop in front of the other dogs to savor them. If something (or someone) was in your way, you didn''t hesitate to pound on through to your destination. Until last week, we would get tired before you would when playing ball. Although your hearing and vision weren''t at full strength, that didn''t keep you from diving in the boxwood bushes to investigate rabbits and other suspicious interlopers. . We send many thanks to Kalamazoo Animal Rescue, Pita''s foster mom, Rebecca, and Rebecca''s family for taking such great care of Pita while under your care. Although we will always miss her, we are thankful that we got to be a part of her journey.. Rest easy, Pita.	PetDied			PetDied	PetDeath			PetDied	1	PetDied	Personal	Unanticipated	2.0	2.0		0.3735095069287786	195	1.0	1	2018-06-08 19:25:05	805.1909143518518	PetDied	Unanticipated	0.0	1395	0	2	Work	HeavyWork	Increased workload	3	2018-06-15	0		0	a3356622e12ecf64550f4f32c848be38	NDL2	High confidence	Increased workload			work	0.0	Unsure	1	2	High significance	13370808519384713343	Somewhat Positive	Small positive effect	0	2018-06-15	799.0	HeavyWork
775874	5152	13370808519384713343	2018-03-05 0:00:00	10155161401052854_10155177645537854	2018-03-11 20:45:50	We would like to introduce another new member of the McCauley/Schiller family, Pita.  Pita is an almost 15-year-old lab/shar pei mix. She loves humans, has settled in with Wobbles and Katie, and she enjoys hoarding toys. She is very inquisitive and enjoys following the scent trails of rabbits and other critter visitors in the yard. . Happy early birthday, Pita.  We hope you enjoy your new home!	NewPet			NewPet	NewPetEvents	different new pet		NewPet	1	NewPet	Personal	Anticipated	2.0	2.0	"Usually a family adopting pet, calling it ""part of our family"" "	0.12761843377376733	196	1.0	1	2018-03-11 20:45:50	894.1348379629629	NewPet	Anticipated	0.0	653	0	2	Personal	NewPet	Adoption of two senior dogs; one died 3 months after we adopted her	2	2018-03-02	0		0	a3356622e12ecf64550f4f32c848be38	NDL2	High confidence	Adoption of two senior dogs; one died 3 months after we adopted her			personal	1.0	Unsure	1	2	High significance	13370808519384713343	Extremely Positive	Medium positive effect	0	2018-03-02	904.0	NewPet
715282	4920	12488612021416888454	2018-04-27 0:00:00	10155975607290325_10156612336270325	2018-12-23 10:59:00	Of all the things to do in Chicago, they couldn't wait to swim in the hotel pool. 🏊‍♀️💙				Vacation	VacationEvents			Vacation	0	Vacation	Personal	Anticipated	2.0	2.0		0.027715114405414115	200	1.0	1	2018-12-23 10:59:00	607.5423611111111	Vacation	Unanticipated	0.0	686	0	1	Personal	MiscEvent	personal	3	2019-01-02	1	2019-01-02	0	52a1fa91f5449d77f0544cca41a61dff	NDL2	High confidence	personal	01/02/2019	Ended	personal	0.0	Temporary	-1	3	Highest significance	12488612021416888454	Extremely Negative	Medium negative effect	0	2019-01-02	598.0	MiscEvent
696244	4818	12870395895502894727	2018-05-23 0:00:00	10104049693982593_10103939543964113	2018-06-09 15:04:34	TFW you’re at an academic conference and more than two sig figs are on the paper slides for no good reason whatsoever #eppsensestingling #orjustextendedqualsptsd				Trip	TripEvents			Trip	0	Trip	Personal	Anticipated	2.0	2.0	posts about trips/vacations mostly involve family or friends	0.05156300354495649	201	1.0	1	2018-06-09 15:04:34	804.3718287037037	Trip	Anticipated	0.0	55	0	2	Personal	Vacation	vacation	2	2018-05-23	3	2018-06-08	0	bb305ac3c3670bec3c51a5be4639004b	D	Moderate confidence	vacation	06/08/2018	Ended	personal	1.0	Temporary	1	0	Moderate significance	12870395895502894727	Very Positive	No effect	0	2018-05-23	822.0	Vacation
716379	4930	10614884399639683723	2018-02-21 0:00:00	3776010077405_4058369296209	2019-02-17 16:06:48	Lucy Norene Bellinder was born on February 16th at 7:22am. She was 8lbs 5oz and 21 inches long. We love her so much and are very thankful that she is happy and healthy! Thanks for all of the prayers! St. Lucy, pray for us!	FirstChild			FirstChild				FirstChild	1	FirstChild	Personal	Anticipated	2.0	2.0		0.07122139864647116	202	1.0	1	2019-02-17 16:06:48	551.3286111111111	FirstChild	Anticipated	0.0	798	0	2	Personal	ChildBirth	Birth of Child	2	2019-02-16	0		0	f72c1e9669b280f227beb190c690355a	G	Highest confidence	Birth of Child			personal	0.0	Permanent	1	3	Highest significance	10614884399639683723	Extremely Positive	Small negative effect	0	2019-02-16	553.0	ChildBirth
716399	4930	10614884399639683723	2018-02-21 0:00:00	3776010077405_3884327385270	2018-07-06 14:08:12	We are selling our house!				NegativeMove				NegativeMove	0	NegativeMove	Personal	Unanticipated	3.0	2.0		0.007734450531743474	204	1.0	1	2018-07-06 14:08:12	777.4109722222222	NegativeMove	Anticipated	0.0	925	0	2	Personal	NeutralMove	Moving	2	2018-07-06	0		0	f72c1e9669b280f227beb190c690355a	G	High confidence	Moving			personal	0.0	Permanent	1	1	Moderately high significance	10614884399639683723	Somewhat Positive	No effect	0	2018-07-06	778.0	NeutralMove
716399	4930	10614884399639683723	2018-02-21 0:00:00	3776010077405_3884327385270	2018-07-06 14:08:12	We are selling our house!				NegativeMove				NegativeMove	0	NegativeMove	Personal	Unanticipated	3.0	2.0		0.007734450531743474	204	1.0	1	2018-07-06 14:08:12	777.4109722222222	NegativeMove	Anticipated	0.0	925	0	2	Personal	NeutralMove	Moving	2	2018-07-06	0		0	f72c1e9669b280f227beb190c690355a	G	High confidence	Moving			personal	0.0	Permanent	1	1	Moderately high significance	10614884399639683723	Somewhat Positive	No effect	0	2018-07-06	778.0	NeutralMove
716416	4930	10614884399639683723	2018-02-21 0:00:00	3776010077405_3852975441491	2018-05-28 08:31:07	Day 1 in Ireland: Driving is hard but the cliffs are beautiful!		VacationEvent		Vacation	MarriageEvents	on honeymoon		Vacation	1	Vacation	Personal	Anticipated	2.0	2.0		0.019980663873670642	206	1.0	1	2018-05-28 08:31:07	816.6450578703704	Vacation	Anticipated	0.0	1029	0	2	Personal	Vacation	Trip to Europe	2	2018-05-26	0	2018-06-09	0	f72c1e9669b280f227beb190c690355a	G	Highest confidence	Trip to Europe	06/09/2018	Ended	personal	1.0	Temporary	1	0	Moderate significance	10614884399639683723	Very Positive	No effect	0	2018-05-26	819.0	Vacation
750497	5098	11878805916569769612	2018-02-21 0:00:00	10160085178865374_10160812508310374	2018-08-20 04:21:27	Just rolled into California. A few long days of driving but an easy roll into SF tomorrow.				Trip	MoveEvents			Trip	0	Trip	Personal	Anticipated	2.0	2.0	posts about trips/vacations mostly involve family or friends	0.02868192072188205	207	1.0	1	2018-08-20 04:21:27	732.8184375	Trip	Unanticipated	0.0	1217	0	2	Work	PositiveJobSwitch	changed job	3	2018-08-15	0		0	f3125ae11ca29e7c3e0720615a1f37fa	G	Moderately high confidence	changed job			work	0.0	Permanent	1	3	Highest significance	11878805916569769612	Very Positive	Medium positive effect	0	2018-08-15	738.0	PositiveJobSwitch
714697	4912	10633860493387800206	2018-03-29 0:00:00	10156211054086322_10156859192856322	2018-12-24 21:23:10	Christmas Eve hike to keep the (puppy) cousins entertained! Happy Holidays 🥳🎄🎅🏻				MoreLessFamilyMeetups		"infer cousins visiting (since ""puppy cousins"" are there too)"		MoreLessFamilyMeetups	1	MoreLessFamilyMeetups	Personal	Anticipated	1.0	2.0		0.02513696422816629	208	1.0	1	2018-12-24 21:23:10	606.108912037037	MoreLessFamilyMeetups	Unanticipated	0.0	1491	0	2	Work	Promoted	random promotion	3	2018-12-17	0		0	3716e530714275d78795b0325baf7962	G	Moderately high confidence	random promotion			work	0.0	Permanent	1	1	Moderately high significance	10633860493387800206	Very Positive	Medium positive effect	0	2018-12-17	614.0	Promoted
797201	5211	12680617526080257161	2018-05-15 0:00:00	10160297603455468_10161542551290468	2019-04-12 22:41:19	It was a pleasure to teach these kids about personal brands and career choices! #juniorachievement				WorkSuccess		gave presentation to kids on their job		WorkSuccess	1	WorkSuccess	Work	Unanticipated	2.0	3.0		0.031260070899129876	209	1.0	1	2019-04-12 22:41:19	497.0546412037037	WorkSuccess	Anticipated	0.0	5	0	2	Personal	PositiveMove	I moved to tampa florida in APril 2019	2	2018-10-18	2	2019-04-10	7	3a78f1e66fd3104c89b3f56b089b4b1b	D	Highest confidence	I moved to tampa florida in APril 2019	10/18/2018	Ended	personal	0.0	Temporary	1	2	High significance	12680617526080257161	Extremely Positive	Large positive effect	0	2018-10-18	674.0	PositiveMove
711864	4897	12234026427044566165	2018-03-01 0:00:00	10213627485395499_10215446381786772	2018-11-09 16:42:33	Portland here we come 😎				Vacation	VacationEvents			Vacation	1	Vacation	Personal	Anticipated	2.0	2.0		0.007089912987431518	214	1.0	1	2018-11-09 16:42:33	651.3037847222222	Vacation	Anticipated	0.0	910	0	2	Personal	Vacation	Vacation to Portland	2	2018-11-09	0	2018-11-13	0	5397abdd27a246d01d6a16f1ee884e03	G	Highest confidence	Vacation to Portland	11/13/2018	Ended	personal	0.0	Temporary	1	0	Moderate significance	12234026427044566165	Very Positive	Medium positive effect	0	2018-11-09	652.0	Vacation
711899	4897	12234026427044566165	2018-03-01 0:00:00	10213627485395499_10215336290674563	2018-10-23 18:42:35	Somebody got his Green Card authorization today... 🤩				PositiveMove				PositiveMove	0	PositiveMove	Personal	Anticipated	2.0	2.0		0.01643570737995488	216	1.0	1	2018-10-23 18:42:35	668.2204282407407	PositiveMove	Anticipated	0.0	1655	0	2	Financial	InstallmentPurchase	Purchased new car	2	2018-10-28	0		0	5397abdd27a246d01d6a16f1ee884e03	G	High confidence	Purchased new car			financial	0.0	Permanent	1	2	High significance	12234026427044566165	Somewhat Positive	Small positive effect	0	2018-10-28	664.0	InstallmentPurchase
711899	4897	12234026427044566165	2018-03-01 0:00:00	10213627485395499_10215336290674563	2018-10-23 18:42:35	Somebody got his Green Card authorization today... 🤩				PositiveMove				PositiveMove	0	PositiveMove	Personal	Anticipated	2.0	2.0		0.01643570737995488	216	1.0	1	2018-10-23 18:42:35	668.2204282407407	PositiveMove	Anticipated	0.0	1655	0	2	Financial	InstallmentPurchase	Purchased new car	2	2018-10-28	0		0	5397abdd27a246d01d6a16f1ee884e03	G	High confidence	Purchased new car			financial	0.0	Permanent	1	2	High significance	12234026427044566165	Somewhat Positive	Small positive effect	0	2018-10-28	664.0	InstallmentPurchase
506170	4311	12910863550241607318	2018-03-30 0:00:00	2059463230734441_2202773119736784	2018-07-16 16:14:39	Why did this girl say, “I do!” on this date 24 years ago?  It was a small mystery.  The big mystery is how and why has she said it again every day since!  Must be love, and my good luck.  Love you, T!!!	PositiveRelationship							PositiveRelationship	1	PositiveRelationship	Personal	Unanticipated	2.0	2.0		0.0647760232033516	217	1.0	1	2018-07-16 16:14:39	767.3231597222223	PositiveRelationship	Unanticipated	0.0	1544	0	1	Work	NewProject	Prosecute murder trial	2	2018-07-15	0	2018-08-31	0	492bd81219f19aaa16db636de7959d20	U	Highest condidence	Prosecute murder trial	08/31/2018	Ended	work	0.0	Temporary	0	1	Moderately high significance	12910863550241607318		Medium positive effect	0	2018-07-15	769.0	NewProject
591846	4585	10943522868092177046	2018-06-01 0:00:00	10201551393959110_10201744651910438	2018-09-13 01:16:46	Planner: La Belle Vie Weddings. Photographer: Alexandra Davie. Dress: Bella''s Bridal. Suits: Jos. A Bank/Mr. Burch. Flowers: Stems & Styles. Cakes: Magic Muffin. Venues: B&A Warehouse				Married	MarriageEvents			Married	0	Married	Personal	Anticipated	2.0	2.0		0.05897518530454399	222	1.0	1	2018-09-13 01:16:46	708.9466898148148	Married	Unanticipated	0.0	387	0	3	Work	SalaryIncrement	Got a raise	3	2018-09-15	0		0	541755b4ef684bbf17bb4bb065a36c32	D	Moderately high confidence	Got a raise			financial	0.0	Permanent	1	2	High significance	10943522868092177046	Very Positive	Medium positive effect	0	2018-09-15	707.0	SalaryIncrement
580355	4548	13713449702891591320	2018-04-17 0:00:00	938919062135_960011866985	2018-08-02 14:20:42	10 years ago today, and yet it seems like yesterday. These 10 years have been full of ups and downs, triumphs and challenges, 2 homes, 4 dogs, one beautiful baby boy and countless memories I wouldn't want to share with anyone else.  Happy 10th Anniversary my love! ❤️	PositiveRelationship			PositiveRelationship	FamilyEvents			PositiveRelationship	1	PositiveRelationship	Personal	Unanticipated	2.0	2.0		0.08572349339349017	224	1.0	1	2018-08-02 14:20:42	750.4022916666667	PositiveRelationship	Unanticipated	0.0	617	0	1	Personal	MiscEvent	personal	3	2018-08-02	0	2018-08-04	0	9bb100a458482d02dbe557ae6a9dc741	U	Moderate confidence	personal	08/04/2018	Ended	personal	1.0	Temporary	1	2	High significance	13713449702891591320	Very Positive	Medium positive effect	0	2018-08-02	751.0	MiscEvent
738713	5003	10890761958120556185	2018-04-10 0:00:00	10211062654184763_10210984381347991	2018-07-06 21:45:55	The committee and I will be at The Cottage Rose tonight! Stop by, say hi, and hear some of the exciting details of the hottest party of the year 😉 #museKC				IncreasedSocialActivity	SocialEvents	on committee for a museum event		IncreasedSocialActivity	1	IncreasedSocialActivity	Personal	Anticipated	1.0	2.0		0.04930712213986465	227	1.0	1	2018-07-06 21:45:55	777.0931134259259	IncreasedSocialActivity	Unanticipated	0.0	1664	0	3	Work	GotBonus	Wage increase, no promotion	3	2018-07-15	0		0	e879906bcdcc66ae8ed18d172a00eeea	U	Moderately high confidence	Wage increase, no promotion			financial	0.0	Permanent	1	0	Moderate significance	10890761958120556185	Somewhat Positive	No effect	0	2018-07-15	769.0	GotBonus
516515	4350	12978620280214771194	2018-02-20 0:00:00	10209194965345635_10209513750875074	2018-04-07 03:41:32	Eff Raytown, I'm moving.	NegativeMove					a joke about moving-- aren't actually going to?		NegativeMove	0	NegativeMove	Personal	Unanticipated	3.0	2.0		0.007412181759587496	229	1.0	1	2018-04-07 03:41:32	867.8461574074074	NegativeMove	Unanticipated	0.0	481	0	3	Personal	Assaulted	Assaulted	3	2018-04-06	0		0	f9969014076897cd187f5fa52287c0aa	G	Highest confidence	Assaulted			personal	1.0	Unsure	-1	3	Highest significance	12978620280214771194	Extremely Negative	Large positive effect	0	2018-04-06	869.0	Assaulted
516515	4350	12978620280214771194	2018-02-20 0:00:00	10209194965345635_10209513750875074	2018-04-07 03:41:32	Eff Raytown, I'm moving.	NegativeMove					a joke about moving-- aren't actually going to?		NegativeMove	0	NegativeMove	Personal	Unanticipated	3.0	2.0		0.007412181759587496	229	1.0	1	2018-04-07 03:41:32	867.8461574074074	NegativeMove	Unanticipated	0.0	481	0	3	Personal	Assaulted	Assaulted	3	2018-04-06	0		0	f9969014076897cd187f5fa52287c0aa	G	Highest confidence	Assaulted			personal	1.0	Unsure	-1	3	Highest significance	12978620280214771194	Extremely Negative	Large positive effect	0	2018-04-06	869.0	Assaulted
529929	4340	9999689421615292586	2018-04-25 0:00:00	10155335468341831_10155335625146831	2018-06-29 17:06:00	Just didnât think the souvenirs was going to include the 90+ degree temps!				Vacation	VacationEvents			Vacation	0	Vacation	Personal	Anticipated	2.0	2.0		0.024170157911698357	232	1.0	1	2018-06-29 17:06:00	784.2875	Vacation	Unanticipated	0.0	1424	0	1	Work	MiscEvent	work	3	2018-07-01	0	2018-10-31	0	2aad19a770d695fb49d0af370a596b3d	NDL2	Moderate confidence	work	10/31/2018	Ended	work	0.0	Temporary	-1	-1	Moderately low significance	9999689421615292586	Somewhat Negative	Small negative effect	0	2018-07-01	783.0	MiscEvent
671688	4773	11178893862060923050	2018-05-25 0:00:00	10157069040891600_10156897065291600	2018-10-06 15:43:24	Chile 🇨🇱 reunion in Miami Beach for Drag brunch!				IncreasedSocialActivity				IncreasedSocialActivity	0	IncreasedSocialActivity	Personal	Anticipated	1.0	2.0		0.01514663229133097	255	1.0	1	2018-10-06 15:43:24	685.3448611111111	IncreasedSocialActivity	Anticipated	0.0	53	0	2	Personal	NeutralMove	Moved to a different state, stayed 1 month with a friend before moving to permanent residence	2	2018-10-15	0	2018-11-16	0	16aba35a368e308380dbe4ffc433ac41	D	Highest confidence	Moved to a different state, stayed 1 month with a friend before moving to permanent residence	11/16/2018	Ended	personal	0.0	Temporary	1	2	High significance	11178893862060923050	Very Positive	Medium negative effect	0	2018-10-15	677.0	NeutralMove
671860	4773	11178893862060923050	2018-05-25 0:00:00	10157069040891600_10156824248061600	2018-09-05 21:34:30	Excited to be getting life in Denver on the tracks again. Just got back from the DAC and happy with the extensive renovations done while I was away - looking forward to bowling a few lines and getting back into the pool!				RemodeledHome	MoveEvents			RemodeledHome	0	RemodeledHome	Personal	Anticipated	2.0	2.0		0.0705768611021592	264	1.0	1	2018-09-05 21:34:30	716.1010416666667	RemodeledHome	Unanticipated	0.0	273	0	1	Work	MiscEvent	work	3	2018-09-06	0		0	16aba35a368e308380dbe4ffc433ac41	D	Highest condidence	work			work	0.0	Permanent	1	1	Moderately high significance	11178893862060923050	Somewhat Positive	Small positive effect	0	2018-09-06	716.0	MiscEvent
672267	4773	11178893862060923050	2018-05-25 0:00:00	10157069040891600_10156636510116600	2018-06-24 01:18:06	QQ: if you have a non-emergency but really painful thing going on but your doctor doesn’t have an available hour until September, can you counter-claim the excess charges at the ER?				Injury	HealthProblem	painful enough to go to ER		Injury	0	Injury	Health	Unanticipated	2.0	3.0		0.05800837898807606	280	1.0	1	2018-06-24 01:18:06	789.9457638888889	Injury	Anticipated	0.0	167	0	2	Personal	PersonMoveIn	Partner joined me in the USA	2	2018-07-03	0		0	16aba35a368e308380dbe4ffc433ac41	D	Highest confidence	Partner joined me in the USA			personal	0.0	Permanent	1	3	Highest significance	11178893862060923050	Extremely Positive	No effect	0	2018-07-03	781.0	PersonMoveIn
733158	4990	10729524556661174446	2018-06-14 0:00:00	1910582832287386_2177845472227786	2018-12-19 14:20:30	Hannah was put next to a grabby disruptive boy in her class. She said she didn’t want to put up with it during exams so she was going to ask to be moved. The teacher moved her thankfully but then told her she had a gentle heart and she put her there because she knew Hannah wouldn’t punch him in the nose. 😤😤😤. No. No. No. Don’t put the kid next to a girl who can tolerate his abhorrent behavior! Put him next to all boys and let him get punched or how about put him next to the teacher?				IssueAtSchool				IssueAtSchool	0	IssueAtSchool	School	Unanticipated	3.0	2.0		0.15662262326780535	281	1.0	1	2018-12-19 14:20:30	611.4024305555556	IssueAtSchool	Unanticipated	0.0	960	0	2	Health	HealthLoss	Sister was diagnosed with breast cancer	3	2018-12-15	0		0	cca69b16d2a8041d3c2c9518489b14ad	NDL2	Highest confidence	Sister was diagnosed with breast cancer		Ongoing	personal	0.0	Temporary	-1	2	High significance	10729524556661174446	Very Negative	No effect	0	2018-12-15	616.0	HealthLoss
733463	4990	10729524556661174446	2018-06-14 0:00:00	1910582832287386_1968475186498150	2018-07-22 14:00:53	What a crazy fun night! Supposed to go out with 6 ended up with 11. Visited Bodega, Electric Hotel and Prysm #9!  Thanks Joey Giammarino Eeric Boss and Sean Winke. You guys are seriously the BEST! Slammed and still got us in and took care of us. We had a BLAST. 😘😘	IncreasedSocialActivity			IncreasedSocialActivity				IncreasedSocialActivity	1	IncreasedSocialActivity	Personal	Anticipated	1.0	2.0		0.08475668707702223	284	1.0	1	2018-07-22 14:00:53	761.4160532407408	IncreasedSocialActivity	Anticipated	0.0	700	0	2	Personal	NeutralMove	Moved to Indiana from Michigan	2	2018-08-01	0		0	cca69b16d2a8041d3c2c9518489b14ad	NDL2	Highest confidence	Moved to Indiana from Michigan			personal	0.0	Permanent	1	0	Moderate significance	10729524556661174446	Extremely Positive	Small negative effect	0	2018-08-01	752.0	NeutralMove
410846	3680	10452652487998149812	2018-04-13 0:00:00	10210911138676700_10211709214348093	2018-06-27 22:23:42	My entire family could really use all the prayers you have please! Everyone is okay, there is just so much happening right now 😞 I love you mom!!					FamilyDeath	Significant family event but too vague to tell. From the previous poster- Referring to grandmother's death?	FamilyEvent	FamilyEvent	1	FamilyEvent	Personal	Anticipated	2.0	2.0		0.04640670319046084	289	1.0	1	2018-06-27 22:23:42	786.066875	FamilyEvent	Unanticipated	0.0	1294	0	2	Work	PositiveJobSwitch	Job outsourced	3	2018-07-01	0		0	7d63a700978442a737c8c4925fcadd46	U	Moderately high confidence	Job outsourced			work	1.0	Permanent	-1	3	Highest significance	10452652487998149812	Extremely Negative	Large negative effect	0	2018-07-01	783.0	PositiveJobSwitch
793997	5178	10677779089133758133	2018-03-30 0:00:00	10156384022366518_10157204837251518	2019-02-03 14:35:55	We made it to Florida! Now we just need some of the sunshine! @ Florida Welcome Center (I-75)				Vacation	VacationEvents			Vacation	1	Vacation	Personal	Anticipated	2.0	2.0		0.029648727038349983	294	1.0	1	2019-02-03 14:35:55	565.391724537037	Vacation	Anticipated	0.0	669	0	2	Personal	Vacation	Vacation	2	2019-02-03	0	2019-02-09	0	a8654fabf16f0d31c6f5a9cc0a59f169	NDL2	Highest confidence	Vacation	02/09/2019	Ended	personal	0.0	Temporary	1	2	High significance	10677779089133758133	Very Positive	No effect	0	2019-02-03	566.0	Vacation
600082	4639	10923945604697554625	2018-05-31 0:00:00	2117205264962306_2165986313417534	2018-07-02 17:39:45	Another fantastic IMSA weekend in Watkins Glen NY. So grateful for such a wonderful long weekend with amazing people.				Trip				Trip	1	Trip	Personal	Anticipated	2.0	2.0	posts about trips/vacations mostly involve family or friends	0.037383177570093455	295	1.0	1	2018-07-02 17:39:45	781.2640625	Trip	Anticipated	0.0	426	0	1	Local	SportsEvent	Attended car race at Watkins Glen	1	2018-06-27	0	2018-07-02	0	3598aff5a027179ffcd5d80542a7b1ad	D	Highest confidence	Attended car race at Watkins Glen	07/02/2018	Ended	societal	1.0	Temporary	0	0	Moderate significance	10923945604697554625		Large positive effect	0	2018-06-27	787.0	SportsEvent
699688	4819	13414464449913705666	2018-04-24 0:00:00	10160558770065722_10161224517305722	2018-10-14 15:49:42	So me!! Two jobs plus overtime =broke				BadWorkLife				BadWorkLife	0	BadWorkLife	Work	Unanticipated	3.0	3.0		0.01160167579761521	296	1.0	1	2018-10-14 15:49:42	677.3404861111111	BadWorkLife	Unanticipated	0.0	1420	0	3	Work	WorkLoss	Quit job	3	2018-10-19	0		0	8ac64ed2cc5c107c42f62b9962de8ebc	U	Highest condidence	Quit job			work	0.0	Permanent	1	1	Moderately high significance	13414464449913705666	Very Positive	Medium positive effect	0	2018-10-19	673.0	WorkLoss
636814	4720	13543308681200334026	2018-06-26 0:00:00	10215353477344102_10216227138505085	2018-10-21 14:06:09	Full house. Good to have everyone together.				MoreLessFamilyMeetups				MoreLessFamilyMeetups	1	MoreLessFamilyMeetups	Personal	Anticipated	1.0	2.0		0.01353528843055108	302	1.0	1	2018-10-21 14:06:09	670.4123958333333	MoreLessFamilyMeetups	Anticipated	0.0	37	0	2	Personal	Vacation	Vacation	2	2018-10-26	0	2018-10-31	0	2c46501e97201c08a2d524f422c57fa7	D	High confidence	Vacation	10/31/2018	Ended	personal	0.0	Temporary	1	1	Moderately high significance	13543308681200334026	Extremely Positive	No effect	0	2018-10-26	666.0	Vacation
637222	4720	13543308681200334026	2018-06-26 0:00:00	10215353477344102_10215787338310355	2018-08-23 23:15:40	A journey of 10,000 miles always seems to start in an airport lounge.				Trip	TripEvents			Trip	0	Trip	Personal	Anticipated	2.0	2.0	posts about trips/vacations mostly involve family or friends	0.02191427650660651	305	1.0	1	2018-08-23 23:15:40	729.030787037037	Trip	Unanticipated	0.0	258	0	3	Work	SalaryIncrement	Compensation change	3	2018-09-01	0		0	2c46501e97201c08a2d524f422c57fa7	D	High confidence	Compensation change			work	0.0	Permanent	-1	2	High significance	13543308681200334026	Somewhat Negative	Small negative effect	0	2018-09-01	721.0	SalaryIncrement
