EventID	snapshot_id	description	permanent_or_temporary	ended_or_ongoing	end_date	date_confidence	significance	valence	life_event_type	work_perf_impact	DupeStatus	ExcludeCode	UpdatedBeginDate	UpdatedBeginDateCode	UpdatedEndDate	UpdatedEndDateCode	alias	cohort	sentiment	SR_LifeEvent	FinalLifeEvent	FinalLifeEventFamily
1162	10729524556661174446	Diagnosed with breast cancer	Temporary	Ongoing		Highest confidence	Highest significance	Very Negative	health	Small negative effect	0.0	0	2018-12-07	0		0	cca69b16d2a8041d3c2c9518489b14ad	NDL2	-1			
1163	13087083269662434355	Newborn health issue (NICU)	Temporary	Ended	10/30/2018	High confidence	Highest significance	Extremely Negative	health	Small negative effect	0.0	0	2018-10-23	0	2018-10-30	0	7596e99bcc6bb94c0a18166e1854c08a	NDL2	-1			
1164	12621832000186030302	developed tennis elbow	Temporary	Ongoing		Moderately low confidence	Moderate significance	Very Negative	health	Small negative effect	0.0	0	2018-06-01	0		0	362ab945b5047997071b3b467b95554d	U	-1			
1165	11353826729494573563	Illness	Temporary	Ongoing		Highest confidence	Highest significance	Very Negative	health	No effect	0.0	0	2018-11-20	0		0	157d6c9ce5a8aa0aa5b434a7053acd71	NDL2	-1			
1166	12671267457620732731	Imposter syndrome	Temporary	Ended	08/30/2019	Moderate confidence	Highest significance	Very Negative	health	Large negative effect	0.0	0	2018-10-15	0	2019-04-10	4	ad94729bd3b7ff50d165495892cc70aa	U	-1			
1185	13370808519384713343	Surgery and biopsy #2	Temporary	Ended	10/26/2018	Highest confidence	Moderate significance	Somewhat Positive	health	No effect	0.0	0	2018-10-25	0	2018-10-26	0	a3356622e12ecf64550f4f32c848be38	NDL2	1			
1186	9737927597983071452	Son's surgery	Temporary	Ongoing		Highest confidence	Moderately high significance	Somewhat Positive	health	No effect	0.0	0	2019-02-14	0		0	3a2e8f4ddb076d7fcee256ae46b1d110	NDL2	1			
1187	11353826729494573563	Lymphedema	Permanent			High confidence	Moderate significance	Somewhat Negative	health	Small negative effect	0.0	0	2019-03-01	0		0	157d6c9ce5a8aa0aa5b434a7053acd71	NDL2	-1			
1188	12671267457620732731	Feeling lethargic or depressed	Temporary	Ongoing		Moderate confidence	High significance	Very Negative	health	Large negative effect	0.0	0	2018-11-01	5		0	ad94729bd3b7ff50d165495892cc70aa	U	-1			
1195	9737927597983071452	Husband surgery	Temporary	Ended	02/14/2019	High confidence	Moderately high significance	Very Positive	health	Small negative effect	0.0	0	2018-08-16	0	2019-02-14	0	3a2e8f4ddb076d7fcee256ae46b1d110	NDL2	1			
1312	12435969654477255323	Promoted to Team Lead	Permanent			Highest condidence	Highest significance	Very Positive	work	Large positive effect	0.0	0	2019-01-13	0		0	48bdae1dc091bf658b69c99236b74b80	G	1			
1319	10533678634222812308	Year end- budgeting and reviews	Temporary	Ended	12/31/2018	Moderately high confidence	Moderately high significance	Neither Positive or Negative	work	No effect	0.0	0	2018-10-01	0	2018-12-31	0	27e76a2ebbd77b91c42f2f7f81ec9473	G	0			
1325	13227938653430356229	EOY performance review	Temporary	Ended	12/20/2018	Highest condidence	Moderate significance	Extremely Positive	work	Medium positive effect	0.0	0	2018-12-20	0	2018-12-20	0	09303f2fb11830a7d879c93c7bc0906e	G	1			
1326	9822004344698628623	Took on a greatly increased workload	Unsure			High confidence	High significance	Somewhat Negative	work	Medium negative effect	1.0	0	2019-01-01	0		0	71bcb842ed9636672a8fdcaa3085f110	G	-1			
1332	10793756826755400014	Performance eva;	Temporary	Ended	12/19/2018	Moderately high confidence	Moderate significance	Somewhat Negative	work	No effect	0.0	0	2018-12-19	0	2018-12-19	0	bf618ad7b3d06f8386becaf9af7edc41	U	-1			
1398	13609549683103662755	Major unit external review	Temporary	Ended	03/26/2019	High confidence	High significance	Neither Positive or Negative	work	Small negative effect	0.0	0	2019-03-25	0	2019-03-26	0	b171fd7c107cfa95c9426e0d820153c0	NDL2	0			
1399	9874253110996873329	Year end	Permanent			Highest condidence	Highest significance	Extremely Positive	work	Medium positive effect	0.0	0	2018-06-30	0		0	66d6d65d0cd392ecb90a0fd5134ff382	NDL2	1			
1401	9319173084258555363	year end review	Temporary	Ended	03/15/2018	Highest condidence	Moderate significance	Somewhat Positive	work	No effect	2.0	0	2018-03-15	0	2018-03-15	0	7340b0eae6fffe8c79ca0cf9b840c184	NDL2	1			
1405	13627757931948708919	new Boss	Permanent			Highest condidence	Moderately high significance	Very Positive	work	Small positive effect	0.0	0	2018-07-01	0		0	a9944871855248e568bbc185cd772925	NDL2	1			
1410	9332285394675223122	Reorganization at work	Permanent			Moderate confidence	Moderate significance	Somewhat Negative	work	Small negative effect	0.0	0	2018-08-15	0		0	1360c116cebd531cdba4f30eedd71143	NDL2	-1			
1412	12910863550241607318	Resolved murder case	Temporary	Ended	03/08/2019	Highest condidence	High significance	Very Positive	work	Small positive effect	0.0	0	2019-03-08	2	2019-04-10	7	492bd81219f19aaa16db636de7959d20	U	1			
1415	12173290729829297463	Took on additional workload	Permanent			Moderate confidence	Moderate significance	Somewhat Negative	work	Small positive effect	0.0	0	2018-08-01	0		0	8f37ec7d3dc810aedb4162f48812ae33	U	-1			
1416	11312308585007079101	project etc	Unsure			Moderately high confidence	High significance	Neither Positive or Negative	work	Large positive effect	0.0	0	2019-02-11	0		0	35c65a0b7c36fdf41b778207706d1938	NDL2	0			
1419	13204978042600317933	Reorganization 1/	Permanent			Moderately high confidence	Moderate significance	Somewhat Positive	work	Medium positive effect	0.0	0	2019-01-22	0		0	486cdf7756f3749d4110f6e19609ac38	NDL2	1			
1425	10058591480503807731	reviews	Permanent			Moderately high confidence	Moderate significance	Very Positive	work	Medium positive effect	0.0	0	2018-05-01	0		0	c3e4676442a465b37343402e79aa6294	NDL2	1			
1426	12284107348524025869	Changed job position	Permanent			Moderately high confidence	High significance	Very Positive	work	Large positive effect	0.0	0	2019-01-29	0		0	932a99aec8e2065474512b49ecfa9b03	NDL2	1			
1428	12488612021416888454	department reorg	Permanent			High confidence	High significance	Very Positive	work	Medium positive effect	0.0	0	2019-03-01	0		0	52a1fa91f5449d77f0544cca41a61dff	NDL2	1			
1429	9511122205939768027	changed jobs/reorg	Permanent			Moderately high confidence	High significance	Very Negative	work	Small negative effect	0.0	0	2019-03-18	0		0	ecbd14cb1f20ff7d541ad71af412bc0e	NDL2	-1			
1430	9737927597983071452	job promotion	Permanent			Moderately high confidence	Moderate significance	Extremely Positive	work	No effect	0.0	0	2018-07-01	0		0	3a2e8f4ddb076d7fcee256ae46b1d110	NDL2	1			
1433	12818672595144110745	did 2 director roles for 16 months	Temporary	Ended	07/01/2019	Highest condidence	Highest significance	Very Negative	work	Medium negative effect	0.0	0	2018-04-01	0	2019-04-10	4	219e1005445c93c9253c2b86aa7aa918	NDL2	-1			
1434	9757296416155556522	Winter Classic	Temporary	Ended	01/01/2019	Highest condidence	High significance	Very Positive	work	Medium positive effect	0.0	0	2018-12-28	5	2019-01-01	0	f62eca6353ef354b8ad8d98463b6995c	NDL2	1			
1436	13249647788348167634	I documented all of this in the work note section - sorry it was so long :)	Permanent			High confidence	High significance	Very Positive	work	Large positive effect	0.0	0	2018-11-27	0		0	8486059fc090e3426c7683703245a26a	NDL2	1			
1440	12621832000186030302	end of quarter reports	Permanent			Highest condidence	Moderately high significance	Neither Positive or Negative	work	Small negative effect	0.0	0	2019-01-08	0		0	362ab945b5047997071b3b467b95554d	U	0			
1441	12671267457620732731	Returned to work after a long time	Unsure			Highest condidence	Highest significance	Extremely Positive	work	Medium positive effect	0.0	0	2018-10-15	0		0	ad94729bd3b7ff50d165495892cc70aa	U	1			
1442	10378176119532491055	New High Profile Project	Unsure			Highest condidence	Highest significance	Very Positive	work	Medium positive effect	0.0	0	2019-02-13	0		0	40870ddefc8fd6f51bbbbf594e72770d	NDL2	1			
1506	10533678634222812308	New engineering leader started	Permanent			Moderately high confidence	High significance	Somewhat Negative	work	Medium positive effect	0.0	0	2018-02-05	0		0	27e76a2ebbd77b91c42f2f7f81ec9473	G	-1			
1507	11341954944451860938	Annual Performance Review	Permanent			Moderate confidence	Moderate significance	Very Positive	work	Small positive effect	0.0	0	2018-12-12	0		0	9d245e98a4f591077a75f66de9e3ee3b	G	1			
1508	11138690135815004830	Reorganization work teams	Permanent			Moderately high confidence	Highest significance	Very Positive	work	Large positive effect	0.0	0	2019-04-01	0		0	aab6e258d3ff8fc4d39c80e1a0be3b15	G	1			
1509	13227938653430356229	Significant program approval	Permanent			Moderate confidence	Moderately high significance	Very Positive	work	Medium positive effect	0.0	0	2018-11-13	0		0	09303f2fb11830a7d879c93c7bc0906e	G	1			
1536	9874253110996873329	Got a new boss	Permanent			Highest condidence	Highest significance	Somewhat Negative	work	No effect	0.0	0	2018-07-01	0		0	66d6d65d0cd392ecb90a0fd5134ff382	NDL2	-1			
1539	13627757931948708919	UEE Reorg	Permanent			Moderately high confidence	High significance	Very Positive	work	Small positive effect	0.0	0	2019-03-01	0		0	a9944871855248e568bbc185cd772925	NDL2	1			
1542	11601288366741799203	Start attending significant standing meeting	Temporary	Ended	03/05/2019	Highest condidence	Highest significance	Extremely Positive	work	Large positive effect	2.0	0	2018-08-21	0	2019-03-05	0	9bba5d098a1e8a5e5b1d9a74073941db	NDL2	1			
1544	12910863550241607318	Prosecute murder trial	Temporary	Ended	08/31/2018	Highest condidence	Moderately high significance		work	Medium positive effect	0.0	0	2018-07-15	0	2018-08-31	0	492bd81219f19aaa16db636de7959d20	U	0			
1549	9757296416155556522	ND Day Prep	Temporary	Ended	04/29/2019	Highest condidence	High significance	Somewhat Positive	work	Small positive effect	0.0	0	2019-04-01	0	2019-04-10	4	f62eca6353ef354b8ad8d98463b6995c	NDL2	1			
1551	12671267457620732731	Had a slow start or workload	Temporary	Ended	11/30/2018	Moderately low confidence	Moderate significance	Somewhat Positive	work	No effect	0.0	0	2018-10-15	0	2018-11-30	0	ad94729bd3b7ff50d165495892cc70aa	U	1			
1575	10533678634222812308	Work travel overseas	Temporary	Ended	06/16/2018	Highest condidence	Moderate significance	Very Positive	work	No effect	0.0	0	2018-06-04	0	2018-06-16	0	27e76a2ebbd77b91c42f2f7f81ec9473	G	1			
1576	11341954944451860938	Success at work	Permanent			Moderately high confidence	Moderately high significance	Somewhat Positive	work	Small positive effect	0.0	0	2018-08-30	0		0	9d245e98a4f591077a75f66de9e3ee3b	G	1			
1588	9319173084258555363	work trip	Temporary	Ended	10/28/2018	Highest condidence	Low significance	Extremely Positive	work	Medium positive effect	2.0	0	2018-10-25	0	2018-10-28	0	7340b0eae6fffe8c79ca0cf9b840c184	NDL2	1			
1589	11601288366741799203	Reorganization announced	Temporary	Ended	12/12/2018	Highest condidence	Highest significance	Very Negative	work	Medium positive effect	2.0	0	2018-12-12	0	2018-12-12	0	9bba5d098a1e8a5e5b1d9a74073941db	NDL2	-1			
1590	12910863550241607318	prosecute murder trial	Temporary	Ended	08/16/2019	Highest condidence	High significance	Very Positive	work	Medium positive effect	0.0	0	2019-03-15	0	2019-04-10	4	492bd81219f19aaa16db636de7959d20	U	1			
1592	11247200941156943025	joint project with other department	Temporary	Ended	09/13/2018	High confidence	Moderate significance	Extremely Negative	work	Large negative effect	0.0	0	2018-06-02	0	2018-09-13	0	080acfaccf9fa4e9d0639026cecaec97	NDL2	-1			
1593	12671267457620732731	Started new side work	Temporary	Ended	05/30/2019	Moderately high confidence		Very Positive	work	Large positive effect	0.0	0	2018-10-17	0	2019-04-10	4	ad94729bd3b7ff50d165495892cc70aa	U	1			
1605	11601288366741799203	New organization structure	Permanent			Highest condidence	Highest significance	Extremely Positive	work	Large positive effect	2.0	0	2019-03-01	0		0	9bba5d098a1e8a5e5b1d9a74073941db	NDL2	1			
1606	12671267457620732731	Found out I was not being converted immediately	Temporary	Ongoing		Moderate confidence	Moderate significance	Somewhat Positive	work	No effect	0.0	0	2019-01-16	0		0	ad94729bd3b7ff50d165495892cc70aa	U	1			
1672	12444182558575937813	New Car	Permanent			Highest confidence	High significance	Extremely Positive	financial	Small positive effect	0.0	0	2018-10-13	0		0	282abb09932664d529e8098b80d1b2d5	G	1			
1673	10613787827829994163	Bought a house	Permanent			High confidence	High significance	Somewhat Positive	financial	Small negative effect	0.0	0	2018-06-01	0		0	d0726a7550bcfd2866c7136bfd5fba42	G	1			
1674	10599949989215054422	Took out Mortgage	Permanent			High confidence	High significance	Neither Positive or Negative	financial	Small negative effect	0.0	0	2018-03-05	0		0	5058572b1946ece48d4fbe9138e96e69	G	0			
1675	11138690135815004830	Wife went part time from full time work	Permanent			Highest confidence	High significance	Somewhat Negative	financial	No effect	0.0	0	2018-03-01	0		0	aab6e258d3ff8fc4d39c80e1a0be3b15	G	-1			
1676	12836350243318329045	Purchased a car	Permanent			High confidence	High significance	Very Positive	financial	Small positive effect	1.0	0	2019-03-01	0		0	7282030f4d8dc07b241ad4f0b2d0e2b3	G	1			
1677	10793756826755400014	Bought a house	Temporary	Ended	04/30/2018	Moderately low confidence	High significance	Somewhat Positive	financial	No effect	0.0	0	2018-04-15	0	2018-04-30	0	bf618ad7b3d06f8386becaf9af7edc41	U	1			
1678	9381952670851740549	Purchased new house	Temporary	Ongoing		Highest confidence	High significance	Somewhat Positive	financial	Small negative effect	0.0	0	2018-11-26	0		0	4dbd01841a26630790cda0b3e00c1dc2	G	1			
1706	9319173084258555363	freelance work	Temporary	Ended	01/09/2019	High confidence	Moderate significance	Very Positive	financial	Small positive effect	2.0	0	2018-10-13	0	2019-01-09	0	7340b0eae6fffe8c79ca0cf9b840c184	NDL2	1			
1707	13627757931948708919	Lynne's Surgery Bill	Permanent			Moderate confidence	High significance	Very Negative	financial	Small negative effect	0.0	0	2019-03-01	0		0	a9944871855248e568bbc185cd772925	NDL2	-1			
1710	10677779089133758133	Paid off 2 vehicles and refinanced one to pay off high interest credit cards	Permanent			Moderate confidence	Moderately high significance	Very Positive	financial	No effect	0.0	0	2019-03-15	0		0	a8654fabf16f0d31c6f5a9cc0a59f169	NDL2	1			
1711	12038394501324737049	paid off condo mortgage	Permanent			High confidence	Moderately high significance	Very Positive	financial	Small positive effect	0.0	0	2019-04-04	0		0	11f8c90a440569b856fe3dd352110078	NDL2	1			
1712	13204978042600317933	Loan	Temporary	Ongoing		Moderately low confidence	Moderately low significance	Somewhat Positive	financial	Medium positive effect	0.0	0	2018-07-12	0		0	486cdf7756f3749d4110f6e19609ac38	NDL2	1			
1715	11260127088128216290	paid off mortgage	Permanent			Highest confidence	High significance	Extremely Positive	financial	No effect	0.0	0	2018-12-01	0		0	2f4763cab48041507f682ca1cfd5ea6a	NDL2	1			
1716	9737927597983071452	New home purchase	Temporary	Ongoing		High confidence	High significance	Extremely Positive	financial	No effect	0.0	0	2019-03-28	0		0	3a2e8f4ddb076d7fcee256ae46b1d110	NDL2	1			
1717	12979002574743901635	partner started as full time student	Temporary	Ongoing		High confidence	Moderately high significance	Somewhat Negative	financial	Small negative effect	0.0	0	2018-09-01	0		0	80e9da6816f564c6fc8c5171c2658d98	NDL2	-1			
1718	13249647788348167634	I took out a loan out against my 401b to finance a new roof	Temporary	Ongoing		High confidence	Moderate significance	Very Positive	financial	No effect	0.0	0	2018-09-06	0		0	8486059fc090e3426c7683703245a26a	NDL2	1			
1719	12671267457620732731	Struggled with two offers and decision factor	Temporary	Ended	10/05/2018	High confidence	Highest significance	Somewhat Negative	financial	Medium negative effect	0.0	0	2018-10-05	0	2018-10-05	0	ad94729bd3b7ff50d165495892cc70aa	U	-1			
1764	11389195168866818649	ice storm	Temporary	Ended	01/12/2019	High confidence	Moderate significance	Somewhat Negative	weather	No effect	0.0	0	2019-01-11	0	2019-01-12	0	59f13e66c73a52fba21e6fb61f2cdfdb	U	-1			
1799	11601288366741799203	Extreme winter weather	Temporary	Ended	01/31/2019	Highest confidence	Low significance	Somewhat Positive	weather	No effect	2.0	0	2019-01-29	0	2019-01-31	0	9bba5d098a1e8a5e5b1d9a74073941db	NDL2	1			
1800	13142593565294768598	Extremely low temps	Temporary	Ended	03/01/2019	Lowest confidence	Moderately high significance	Extremely Negative	weather	Medium negative effect	0.0	0	2019-01-15	0	2019-03-01	0	44b410d86bb838beaca43324b1dd9ce0	NDL2	-1			
1801	11312308585007079101	snow days	Temporary	Ended	02/01/2019	Moderate confidence	Moderately high significance	Neither Positive or Negative	weather	Small negative effect	0.0	0	2018-12-01	0	2019-02-01	0	35c65a0b7c36fdf41b778207706d1938	NDL2	0			
1805	12526000038547956344	blizzard	Temporary	Ended	02/04/2019	Moderately high confidence	Moderate significance	Somewhat Negative	weather	Small negative effect	0.0	0	2019-01-28	0	2019-02-04	0	1ba86db7d24fe8bfbeb723541124aaea	NDL2	-1			
1808	9511122205939768027	blizzard	Temporary	Ended	01/30/2019	High confidence	Moderately high significance	Somewhat Negative	weather	Medium negative effect	0.0	0	2019-01-29	0	2019-01-30	0	ecbd14cb1f20ff7d541ad71af412bc0e	NDL2	-1			
1811	9757296416155556522	Winter Vortex	Temporary	Ended	01/31/2019	Moderate confidence	Low significance	Neither Positive or Negative	weather	No effect	0.0	0	2019-01-30	0	2019-01-31	0	f62eca6353ef354b8ad8d98463b6995c	NDL2	0			
1812	13249647788348167634	Polar Vortex and extreme cold	Temporary	Ended	02/11/2019	Moderate confidence	Highest significance	Very Negative	weather	Large negative effect	0.0	0	2019-01-24	0	2019-02-11	0	8486059fc090e3426c7683703245a26a	NDL2	-1			
1817	12671267457620732731	Heavy rainfall causing roof damages	Unsure			Moderately low confidence	Moderately high significance	Very Negative	weather	Small negative effect	0.0	0	2019-04-05	0		0	ad94729bd3b7ff50d165495892cc70aa	U	-1			
1823	11389195168866818649	rain storm caused flooded basement	Temporary	Ended	10/06/2018	Moderate confidence	Moderate significance	Somewhat Negative	weather	No effect	0.0	0	2018-10-06	0	2018-10-06	0	59f13e66c73a52fba21e6fb61f2cdfdb	U	-1			
1840	11389195168866818649	death of Stephen Hawking	Permanent			Highest confidence	Moderately low significance	Somewhat Negative	societal	No effect	0.0	0	2018-03-14	0		0	59f13e66c73a52fba21e6fb61f2cdfdb	U	-1			
1848	9874253110996873329	Football playoffs	Temporary	Ended	12/29/2018	Highest confidence	Moderately low significance	Somewhat Negative	societal	No effect	0.0	0	2018-12-29	0	2018-12-29	0	66d6d65d0cd392ecb90a0fd5134ff382	NDL2	-1			
1849	9319173084258555363	music concert	Temporary	Ended	10/20/2018	Highest confidence	High significance	Extremely Positive	societal	Medium positive effect	2.0	0	2018-10-20	0	2018-10-20	0	7340b0eae6fffe8c79ca0cf9b840c184	NDL2	1			
1850	13627757931948708919	trump	Permanent			Moderate confidence	Moderately high significance	Very Negative	societal	Small negative effect	0.0	0	2019-03-27	0		0	a9944871855248e568bbc185cd772925	NDL2	-1			
1851	11875184528195086946	Winter Classic 2019	Temporary	Ended	01/01/2019	Highest confidence	High significance	Extremely Positive	societal	No effect	0.0	0	2019-01-01	0	2019-01-01	0	1bccff73c31a464ee9c20f12b9fed5b7	NDL2	1			
1852	11601288366741799203	ND football season	Temporary	Ended	12/29/2018	Highest confidence	Low significance	Somewhat Positive	societal	Small positive effect	2.0	0	2018-09-01	0	2018-12-29	0	9bba5d098a1e8a5e5b1d9a74073941db	NDL2	1			
1854	9533211368475515709	Daughter played in regional high school game her senior game of hs	Temporary	Ended	11/11/2019	Low confidence	Moderate significance	Somewhat Negative	societal	No effect	2.0	0	2018-11-10	5	2018-11-11	5	da5d9d03fbb862af5126d3c553e95720	NDL2	-1			
1855	9511122205939768027	Presidential election	Temporary	Ended	11/07/2018	High confidence	High significance	Extremely Positive	societal	No effect	0.0	0	2018-11-06	0	2018-11-07	0	ecbd14cb1f20ff7d541ad71af412bc0e	NDL2	1			
1856	10391581187184846959	election 2018 -  Blue Wave! :)	Permanent			Highest confidence	Moderately high significance	Extremely Positive	societal	No effect	0.0	0	2018-11-06	0		0	8c5aee130e0f0263158bbef1e0c22f88	NDL2	1			
1857	12671267457620732731	Death of high school friend	Permanent			Moderately high confidence	Moderately high significance	Very Negative	societal	Medium negative effect	0.0	0	2018-12-15	0		0	ad94729bd3b7ff50d165495892cc70aa	U	-1			
1861	11389195168866818649	death of Alan Bean	Permanent			Highest confidence	Moderately low significance	Somewhat Negative	societal	No effect	0.0	0	2018-05-26	0		0	59f13e66c73a52fba21e6fb61f2cdfdb	U	-1			
1862	9319173084258555363	football tailgate	Temporary	Ended	09/15/2018	Highest confidence	Moderately high significance	Extremely Positive	societal	Medium positive effect	2.0	0	2018-09-15	0	2018-09-15	0	7340b0eae6fffe8c79ca0cf9b840c184	NDL2	1			
1865	9319173084258555363	football game	Temporary	Ended	09/02/2018	Highest confidence	Highest significance	Extremely Positive	societal	Medium positive effect	2.0	0	2018-08-30	0	2018-09-02	0	7340b0eae6fffe8c79ca0cf9b840c184	NDL2	1			
1866	9319173084258555363	football game	Temporary	Ended	10/27/2018	Highest confidence	High significance	Very Positive	societal	Medium positive effect	2.0	0	2018-10-27	0	2018-10-27	0	7340b0eae6fffe8c79ca0cf9b840c184	NDL2	1			
1875	11617357645588456514	My employer (Bennington) was acquired by Polaris	Permanent			Highest confidence	High significance	Neither Positive or Negative	other	Small positive effect	0.0	0	2018-05-30	0		0	2f59548fa2e124347dca623f5cb7b9fd	U	0			
1876	9870990115780796143	Kidney stoned	Temporary	Ended	09/17/2018	Moderately high confidence	Highest significance	Neither Positive or Negative	other	No effect	0.0	0	2018-09-13	0	2018-09-17	0	27401ef51ca85ebde55a6440b5512dc7	U	0			
1898	10356115975484035146	Weddy	Permanent			Highest confidence	Highest significance	Extremely Positive	personal			0	2018-09-01	0		0	80e6eb7efb2fa6fabb6e141bb2d9dcaa	KLA	0			
1909	10533864198812106406	Purchased / Sold Home	Permanent			Highest confidence	Moderately high significance	Very Positive	personal			0	2018-04-20	0		0	cbac0a5920cb8374c0350b4d9ab6bd3b	KLA	0			
1910	11003939704539909106	Made many new friends	Permanent			Moderate confidence	High significance	Extremely Positive	personal			0	2019-01-20	0		0	277d9ba6857011c873b23aac9b3ac290	KLA	0			
1927	11235351093687703851	recover from surgery	Permanent			Moderate confidence	Moderate significance	Very Positive	health			0	2018-05-01	0		0	c7eb06181b326b51e85aad0c15a10807	KLA	0			
1932	11003939704539909106	Worrisome chest pain	Temporary	Ended	01/08/2019	Moderately low confidence	Moderate significance	Very Negative	health			0	2018-10-15	0	2019-01-08	0	277d9ba6857011c873b23aac9b3ac290	KLA	0			
1947	10533864198812106406	Changed Job	Temporary	Ongoing		High confidence	Moderately low significance	Very Positive	work			0	2018-11-01	0		0	cbac0a5920cb8374c0350b4d9ab6bd3b	KLA	0			
1948	11003939704539909106	Received a very nice bonus	Temporary	Ended	12/20/2018	Moderate confidence	High significance	Very Positive	work			0	2018-12-20	0	2018-12-20	0	277d9ba6857011c873b23aac9b3ac290	KLA	0			
1951	11003939704539909106	Received a raise	Permanent			Moderately high confidence	High significance	Very Positive	work			0	2018-07-06	0		0	277d9ba6857011c873b23aac9b3ac290	KLA	0			
1959	11003939704539909106	Got a new car	Permanent			Moderately low confidence	High significance	Extremely Positive	financial			0	2018-06-01	0		0	277d9ba6857011c873b23aac9b3ac290	KLA	0			
1964	10533864198812106406	Blizzard / Work Closure	Temporary	Ended	01/20/2019	Moderately high confidence	Low significance	Neither Positive or Negative	weather			0	2019-01-15	0	2019-01-20	0	cbac0a5920cb8374c0350b4d9ab6bd3b	KLA	0			
