status,valence,recency,LifeEventFamily,Anticipation,Intimacy,Scope,age,gender,shipley_vocab,shipley_abs,openness,conscientiousness,extraversion,agreeableness,neuroticism,pos_affect,neg_affect,stai_trait,psqi,education_level,anxiety
Ongoing,0,822,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.4
Ongoing,0,822,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.4
Ongoing,0,820,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.4
Ongoing,1,820,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.4
Ongoing,0,819,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.4
Ongoing,1,819,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.4
Ongoing,1,779,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.286
Ongoing,0,771,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.0
Ongoing,0,770,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.0
Ongoing,0,800,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.3330000000000002
Ongoing,1,797,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.3330000000000002
Ongoing,0,797,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.3330000000000002
Ongoing,0,796,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.0
Ongoing,0,792,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.0
Ongoing,1,792,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.0
Ongoing,0,792,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.0
Ongoing,0,791,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.0
Ongoing,1,790,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.0
Ongoing,0,790,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.0
Ongoing,0,790,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.0
ended,1,790,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.0
Ongoing,0,756,Personal,Anticipated,1,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.5
Ongoing,0,756,Personal,Anticipated,1,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.5
Ongoing,0,755,Personal,Anticipated,1,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.5
Ongoing,1,755,Personal,Anticipated,1,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.5
Ongoing,0,755,Personal,Anticipated,1,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.5
Ongoing,0,755,Personal,Anticipated,1,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.5
Ongoing,0,755,Personal,Anticipated,1,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.5
Ongoing,0,788,Personal,Anticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.429
Ongoing,0,821,Personal,Unanticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.4
Ongoing,0,822,Personal,Unanticipated,2,2,53.0,Male,32.0,12.0,4.0,4.666666667,4.166666667,4.583333333,2.416666667,36.0,10.0,30.0,5.0,College Degree,1.4
Ongoing,1,759,Personal,Anticipated,2,2,31.0,Female,37.0,20.0,4.5,2.916666667,4.083333333,3.416666667,2.916666667,35.0,19.0,42.0,7.0,Graduate Degree,2.167
Ongoing,0,781,Personal,Anticipated,2,2,30.0,Female,37.0,19.0,3.25,4.083333333,3.166666667,3.916666667,2.25,36.0,20.0,38.0,6.0,Graduate Degree,1.8
ended,1,726,Personal,Anticipated,2,2,39.0,Female,38.0,19.0,3.5,4.833333333,3.0,4.916666667,1.8333333330000001,41.0,16.0,28.0,8.0,Graduate Degree,2.0
ended,1,719,Personal,Anticipated,2,2,39.0,Female,38.0,19.0,3.5,4.833333333,3.0,4.916666667,1.8333333330000001,41.0,16.0,28.0,8.0,Graduate Degree,2.5
ended,0,726,Personal,Anticipated,1,2,39.0,Female,38.0,19.0,3.5,4.833333333,3.0,4.916666667,1.8333333330000001,41.0,16.0,28.0,8.0,Graduate Degree,2.0
Ongoing,0,763,Personal,Anticipated,2,2,46.0,Female,33.0,18.0,3.333333333,3.75,2.833333333,4.333333333,2.75,34.0,22.0,51.0,10.0,College Degree,1.0
Ongoing,1,763,Personal,Anticipated,2,2,46.0,Female,33.0,18.0,3.333333333,3.75,2.833333333,4.333333333,2.75,34.0,22.0,51.0,10.0,College Degree,1.0
ended,1,748,Personal,Anticipated,2,2,46.0,Female,33.0,18.0,3.333333333,3.75,2.833333333,4.333333333,2.75,34.0,22.0,51.0,10.0,College Degree,1.429
Ongoing,1,748,Personal,Anticipated,2,2,46.0,Female,33.0,18.0,3.333333333,3.75,2.833333333,4.333333333,2.75,34.0,22.0,51.0,10.0,College Degree,1.429
Ongoing,1,801,Local,Unanticipated,1,1,46.0,Female,33.0,18.0,3.333333333,3.75,2.833333333,4.333333333,2.75,34.0,22.0,51.0,10.0,College Degree,1.5
Ongoing,1,750,Local,Anticipated,1,1,46.0,Female,33.0,18.0,3.333333333,3.75,2.833333333,4.333333333,2.75,34.0,22.0,51.0,10.0,College Degree,1.429
Ongoing,0,801,Personal,Unanticipated,2,2,46.0,Female,33.0,18.0,3.333333333,3.75,2.833333333,4.333333333,2.75,34.0,22.0,51.0,10.0,College Degree,1.5
ended,1,799,Personal,Anticipated,2,2,33.0,Female,38.0,19.0,4.0,3.5,2.583333333,4.666666667,3.25,30.0,21.0,59.0,12.0,Graduate Degree,2.5
Ongoing,0,824,Personal,Anticipated,2,2,44.0,Male,36.0,18.0,3.6666666666666696,4.58333333333333,3.25,4.33333333333333,1.33333333333333,29.0,12.0,26.0,2.0,Graduate Degree,1.0
Ongoing,1,820,Personal,Anticipated,2,2,44.0,Male,36.0,18.0,3.6666666666666696,4.58333333333333,3.25,4.33333333333333,1.33333333333333,29.0,12.0,26.0,2.0,Graduate Degree,1.0
ended,0,800,Work,Anticipated,1,1,44.0,Male,36.0,18.0,3.6666666666666696,4.58333333333333,3.25,4.33333333333333,1.33333333333333,29.0,12.0,26.0,2.0,Graduate Degree,1.6
Ongoing,1,785,Personal,Anticipated,1,2,44.0,Male,36.0,18.0,3.6666666666666696,4.58333333333333,3.25,4.33333333333333,1.33333333333333,29.0,12.0,26.0,2.0,Graduate Degree,1.167
ended,1,804,Local,Unanticipated,1,1,44.0,Male,36.0,18.0,3.6666666666666696,4.58333333333333,3.25,4.33333333333333,1.33333333333333,29.0,12.0,26.0,2.0,Graduate Degree,1.4
ended,0,785,Local,Unanticipated,1,1,44.0,Male,36.0,18.0,3.6666666666666696,4.58333333333333,3.25,4.33333333333333,1.33333333333333,29.0,12.0,26.0,2.0,Graduate Degree,1.167
ended,1,814,Personal,Anticipated,2,3,44.0,Male,36.0,18.0,3.6666666666666696,4.58333333333333,3.25,4.33333333333333,1.33333333333333,29.0,12.0,26.0,2.0,Graduate Degree,1.167
Ongoing,1,806,Personal,Anticipated,1,3,44.0,Male,36.0,18.0,3.6666666666666696,4.58333333333333,3.25,4.33333333333333,1.33333333333333,29.0,12.0,26.0,2.0,Graduate Degree,1.4
Ongoing,1,820,Personal,Unanticipated,2,2,44.0,Male,36.0,18.0,3.6666666666666696,4.58333333333333,3.25,4.33333333333333,1.33333333333333,29.0,12.0,26.0,2.0,Graduate Degree,1.0
Ongoing,1,812,Personal,Unanticipated,2,2,44.0,Male,36.0,18.0,3.6666666666666696,4.58333333333333,3.25,4.33333333333333,1.33333333333333,29.0,12.0,26.0,2.0,Graduate Degree,1.167
Ongoing,1,803,Personal,Unanticipated,2,2,44.0,Male,36.0,18.0,3.6666666666666696,4.58333333333333,3.25,4.33333333333333,1.33333333333333,29.0,12.0,26.0,2.0,Graduate Degree,1.6
Ongoing,0,896,Personal,Anticipated,2,2,37.0,Male,35.0,21.0,4.33333333333333,4.5,3.8333333333333295,4.08333333333333,2.5833333333333304,31.0,18.0,36.0,5.0,College Degree,2.25
Ongoing,0,892,Personal,Anticipated,2,2,37.0,Male,35.0,21.0,4.33333333333333,4.5,3.8333333333333295,4.08333333333333,2.5833333333333304,31.0,18.0,36.0,5.0,College Degree,1.0
Ongoing,0,790,Personal,Anticipated,2,2,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,1.143
Ongoing,0,781,Personal,Anticipated,2,2,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,1.2
Ongoing,0,777,Personal,Anticipated,2,2,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,1.2
Ongoing,0,784,Personal,Anticipated,1,2,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,1.143
Ongoing,1,789,Local,Anticipated,1,1,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,1.143
Ongoing,0,769,Personal,Anticipated,1,2,27.0,Female,33.0,16.0,4.25,4.25,4.25,4.166666667,2.5,40.0,17.0,31.0,8.0,Graduate Degree,1.2
Ongoing,0,794,Personal,Anticipated,2,2,25.0,Female,34.0,19.0,4.666666667,3.666666667,4.166666667,2.916666667,1.75,46.0,22.0,39.0,6.0,Graduate Degree,1.6
Ongoing,0,794,Personal,Anticipated,2,2,25.0,Female,34.0,19.0,4.666666667,3.666666667,4.166666667,2.916666667,1.75,46.0,22.0,39.0,6.0,Graduate Degree,1.6
Ongoing,0,793,Personal,Anticipated,2,2,25.0,Female,34.0,19.0,4.666666667,3.666666667,4.166666667,2.916666667,1.75,46.0,22.0,39.0,6.0,Graduate Degree,1.6
Ongoing,1,782,Local,Unanticipated,1,1,25.0,Female,34.0,19.0,4.666666667,3.666666667,4.166666667,2.916666667,1.75,46.0,22.0,39.0,6.0,Graduate Degree,1.0
Ongoing,1,789,Personal,Anticipated,1,2,25.0,Female,34.0,19.0,4.666666667,3.666666667,4.166666667,2.916666667,1.75,46.0,22.0,39.0,6.0,Graduate Degree,1.2
Ongoing,0,788,Personal,Anticipated,1,3,25.0,Female,34.0,19.0,4.666666667,3.666666667,4.166666667,2.916666667,1.75,46.0,22.0,39.0,6.0,Graduate Degree,1.2
Ongoing,1,812,Personal,Anticipated,2,2,28.0,Female,38.0,19.0,4.0,3.25,4.0,3.416666667,3.166666667,41.0,23.0,44.0,7.0,College Degree,2.333
Ongoing,1,812,Personal,Anticipated,2,2,28.0,Female,38.0,19.0,4.0,3.25,4.0,3.416666667,3.166666667,41.0,23.0,44.0,7.0,College Degree,2.333
ended,1,811,Local,Anticipated,1,1,44.0,Female,34.0,17.0,4.0,4.833333333,3.083333333,4.25,2.333333333,38.0,17.0,34.0,7.0,Graduate Degree,1.0
Ongoing,0,798,Local,Anticipated,1,1,44.0,Female,34.0,17.0,4.0,4.833333333,3.083333333,4.25,2.333333333,38.0,17.0,34.0,7.0,Graduate Degree,1.6
Ongoing,1,799,School,Anticipated,1,2,44.0,Female,34.0,17.0,4.0,4.833333333,3.083333333,4.25,2.333333333,38.0,17.0,34.0,7.0,Graduate Degree,1.6
Ongoing,0,826,School,Anticipated,1,2,44.0,Female,34.0,17.0,4.0,4.833333333,3.083333333,4.25,2.333333333,38.0,17.0,34.0,7.0,Graduate Degree,1.143
Ongoing,1,852,School,Anticipated,1,2,50.0,Female,38.0,19.0,5.0,3.5,4.66666666666667,3.0,2.9166666666666696,45.0,21.0,35.0,1.0,Doctoral Degree,1.429
Ongoing,0,861,Personal,Unanticipated,2,2,50.0,Female,38.0,19.0,5.0,3.5,4.66666666666667,3.0,2.9166666666666696,45.0,21.0,35.0,1.0,Doctoral Degree,1.429
ended,1,889,Personal,Anticipated,1,2,44.0,Female,28.0,13.0,3.833333333,2.833333333,3.5,3.333333333,3.25,31.0,14.0,41.0,5.0,College Degree,1.571
Ongoing,1,780,Work,Anticipated,1,1,35.0,Female,28.0,5.0,4.333333333,3.416666667,2.916666667,4.5,2.833333333,40.0,20.0,41.0,13.0,College Degree,2.0
Ongoing,1,771,Work,Anticipated,1,1,35.0,Female,28.0,5.0,4.333333333,3.416666667,2.916666667,4.5,2.833333333,40.0,20.0,41.0,13.0,College Degree,2.571
ended,0,756,Work,Anticipated,1,1,35.0,Female,28.0,5.0,4.333333333,3.416666667,2.916666667,4.5,2.833333333,40.0,20.0,41.0,13.0,College Degree,1.6669999999999998
Ongoing,1,748,Personal,Anticipated,1,2,35.0,Female,28.0,5.0,4.333333333,3.416666667,2.916666667,4.5,2.833333333,40.0,20.0,41.0,13.0,College Degree,2.4290000000000003
Ongoing,1,802,Health,Anticipated,2,3,35.0,Female,28.0,5.0,4.333333333,3.416666667,2.916666667,4.5,2.833333333,40.0,20.0,41.0,13.0,College Degree,2.0
Ongoing,1,794,Personal,Anticipated,1,2,35.0,Female,28.0,5.0,4.333333333,3.416666667,2.916666667,4.5,2.833333333,40.0,20.0,41.0,13.0,College Degree,1.286
Ongoing,0,778,Health,Unanticipated,2,3,35.0,Female,28.0,5.0,4.333333333,3.416666667,2.916666667,4.5,2.833333333,40.0,20.0,41.0,13.0,College Degree,2.0
Ongoing,1,761,Personal,Anticipated,1,3,35.0,Female,28.0,5.0,4.333333333,3.416666667,2.916666667,4.5,2.833333333,40.0,20.0,41.0,13.0,College Degree,1.6669999999999998
Ongoing,1,811,Personal,Anticipated,1,3,35.0,Female,28.0,5.0,4.333333333,3.416666667,2.916666667,4.5,2.833333333,40.0,20.0,41.0,13.0,College Degree,1.0
ended,1,889,Personal,Anticipated,2,2,53.0,Female,36.0,15.0,2.5833333333333304,4.66666666666667,3.5833333333333304,4.91666666666667,1.5,36.0,13.0,23.0,5.0,College Degree,1.0
Ongoing,0,891,Personal,Anticipated,2,2,53.0,Female,36.0,15.0,2.5833333333333304,4.66666666666667,3.5833333333333304,4.91666666666667,1.5,36.0,13.0,23.0,5.0,College Degree,1.0
Ongoing,0,891,Personal,Anticipated,1,2,53.0,Female,36.0,15.0,2.5833333333333304,4.66666666666667,3.5833333333333304,4.91666666666667,1.5,36.0,13.0,23.0,5.0,College Degree,1.0
Ongoing,1,783,Personal,Anticipated,2,2,24.0,Male,29.0,18.0,3.166666667,4.0,3.833333333,4.083333333,2.583333333,36.0,20.0,38.0,7.0,Graduate Degree,2.25
Ongoing,0,868,Personal,Anticipated,2,2,47.0,Male,36.0,18.0,3.8333333333333295,2.9166666666666696,3.8333333333333295,3.3333333333333304,2.0,38.0,21.0,38.0,5.0,Doctoral Degree,1.714
Ongoing,0,757,Personal,Anticipated,2,2,43.0,Male,30.0,18.0,4.083333333,4.083333333,3.666666667,4.0,3.333333333,27.0,18.0,48.0,9.0,College Degree,3.667
Ongoing,0,819,Work,Unanticipated,3,3,43.0,Male,30.0,18.0,4.083333333,4.083333333,3.666666667,4.0,3.333333333,27.0,18.0,48.0,9.0,College Degree,3.2
Ongoing,1,815,Personal,Anticipated,2,2,34.0,Female,34.0,16.0,4.25,4.583333333,2.166666667,3.916666667,2.833333333,27.0,15.0,41.0,4.0,Graduate Degree,2.0
Ongoing,1,761,Personal,Anticipated,2,2,36.0,Male,37.0,16.0,4.33333333333333,3.25,4.0,3.0,3.8333333333333295,32.0,21.0,56.0,10.0,Graduate Degree,1.571
Ongoing,0,796,Work,Anticipated,1,1,36.0,Male,37.0,16.0,4.33333333333333,3.25,4.0,3.0,3.8333333333333295,32.0,21.0,56.0,10.0,Graduate Degree,1.6669999999999998
Ongoing,1,785,Local,Anticipated,1,1,36.0,Male,37.0,16.0,4.33333333333333,3.25,4.0,3.0,3.8333333333333295,32.0,21.0,56.0,10.0,Graduate Degree,1.8330000000000002
Ongoing,1,830,Personal,Anticipated,2,2,31.0,Female,38.0,18.0,4.75,3.5,3.333333333,4.333333333,3.083333333,38.0,18.0,39.0,5.0,Graduate Degree,1.4
Ongoing,0,819,Personal,Anticipated,2,2,30.0,Male,34.0,16.0,4.333333333,3.75,4.333333333,4.416666667,1.5,43.0,10.0,27.0,5.0,College Degree,1.75
Ongoing,1,811,Local,Unanticipated,1,1,30.0,Male,34.0,16.0,4.333333333,3.75,4.333333333,4.416666667,1.5,43.0,10.0,27.0,5.0,College Degree,1.5
ended,1,823,Personal,Anticipated,2,2,30.0,Male,34.0,16.0,4.333333333,3.75,4.333333333,4.416666667,1.5,43.0,10.0,27.0,5.0,College Degree,1.75
Ongoing,1,798,Local,Anticipated,1,1,30.0,Male,34.0,16.0,4.333333333,3.75,4.333333333,4.416666667,1.5,43.0,10.0,27.0,5.0,College Degree,2.0
Ongoing,1,797,Personal,Anticipated,1,2,30.0,Male,34.0,16.0,4.333333333,3.75,4.333333333,4.416666667,1.5,43.0,10.0,27.0,5.0,College Degree,2.0
Ongoing,1,790,Personal,Anticipated,1,2,30.0,Male,34.0,16.0,4.333333333,3.75,4.333333333,4.416666667,1.5,43.0,10.0,27.0,5.0,College Degree,1.8
Ongoing,1,861,Personal,Anticipated,2,2,32.0,Female,35.0,19.0,3.0,3.25,3.0,3.916666667,3.083333333,30.0,18.0,52.0,9.0,Graduate Degree,1.0
Ongoing,0,859,Personal,Anticipated,2,2,32.0,Female,35.0,19.0,3.0,3.25,3.0,3.916666667,3.083333333,30.0,18.0,52.0,9.0,Graduate Degree,1.6
Ongoing,0,811,Personal,Anticipated,2,2,57.0,Female,37.0,16.0,4.41666666666667,4.83333333333333,4.25,4.66666666666667,3.25,36.0,15.0,34.0,12.0,Graduate Degree,1.857
Ongoing,1,811,Personal,Anticipated,2,2,57.0,Female,37.0,16.0,4.41666666666667,4.83333333333333,4.25,4.66666666666667,3.25,36.0,15.0,34.0,12.0,Graduate Degree,1.857
Ongoing,0,838,Personal,Anticipated,2,2,57.0,Female,37.0,16.0,4.41666666666667,4.83333333333333,4.25,4.66666666666667,3.25,36.0,15.0,34.0,12.0,Graduate Degree,1.571
Ongoing,0,834,Personal,Anticipated,2,2,57.0,Female,37.0,16.0,4.41666666666667,4.83333333333333,4.25,4.66666666666667,3.25,36.0,15.0,34.0,12.0,Graduate Degree,1.571
Ongoing,0,834,Personal,Anticipated,2,2,57.0,Female,37.0,16.0,4.41666666666667,4.83333333333333,4.25,4.66666666666667,3.25,36.0,15.0,34.0,12.0,Graduate Degree,1.571
Ongoing,1,807,Personal,Anticipated,2,2,57.0,Female,37.0,16.0,4.41666666666667,4.83333333333333,4.25,4.66666666666667,3.25,36.0,15.0,34.0,12.0,Graduate Degree,2.2
Ongoing,0,807,Personal,Anticipated,2,2,57.0,Female,37.0,16.0,4.41666666666667,4.83333333333333,4.25,4.66666666666667,3.25,36.0,15.0,34.0,12.0,Graduate Degree,2.2
Ongoing,0,806,Personal,Anticipated,2,2,57.0,Female,37.0,16.0,4.41666666666667,4.83333333333333,4.25,4.66666666666667,3.25,36.0,15.0,34.0,12.0,Graduate Degree,2.2
Ongoing,0,805,Personal,Anticipated,2,2,57.0,Female,37.0,16.0,4.41666666666667,4.83333333333333,4.25,4.66666666666667,3.25,36.0,15.0,34.0,12.0,Graduate Degree,2.2
Ongoing,1,843,Personal,Anticipated,1,2,57.0,Female,37.0,16.0,4.41666666666667,4.83333333333333,4.25,4.66666666666667,3.25,36.0,15.0,34.0,12.0,Graduate Degree,1.8330000000000002
Ongoing,1,835,Personal,Anticipated,1,2,57.0,Female,37.0,16.0,4.41666666666667,4.83333333333333,4.25,4.66666666666667,3.25,36.0,15.0,34.0,12.0,Graduate Degree,1.571
Ongoing,1,834,Personal,Anticipated,1,2,57.0,Female,37.0,16.0,4.41666666666667,4.83333333333333,4.25,4.66666666666667,3.25,36.0,15.0,34.0,12.0,Graduate Degree,1.571
Ongoing,0,834,Personal,Anticipated,1,2,57.0,Female,37.0,16.0,4.41666666666667,4.83333333333333,4.25,4.66666666666667,3.25,36.0,15.0,34.0,12.0,Graduate Degree,1.571
Ongoing,-1,808,Personal,Anticipated,2,2,35.0,Female,36.0,17.0,3.5833333333333304,4.0,2.9166666666666696,4.16666666666667,3.0833333333333304,32.0,17.0,44.0,4.0,Graduate Degree,3.75
Ongoing,1,804,Personal,Anticipated,2,2,35.0,Female,36.0,17.0,3.5833333333333304,4.0,2.9166666666666696,4.16666666666667,3.0833333333333304,32.0,17.0,44.0,4.0,Graduate Degree,3.75
Ongoing,0,803,Personal,Anticipated,2,2,35.0,Female,36.0,17.0,3.5833333333333304,4.0,2.9166666666666696,4.16666666666667,3.0833333333333304,32.0,17.0,44.0,4.0,Graduate Degree,2.5
Ongoing,1,801,Personal,Anticipated,2,2,35.0,Female,36.0,17.0,3.5833333333333304,4.0,2.9166666666666696,4.16666666666667,3.0833333333333304,32.0,17.0,44.0,4.0,Graduate Degree,2.5
Ongoing,1,799,Personal,Anticipated,2,2,35.0,Female,36.0,17.0,3.5833333333333304,4.0,2.9166666666666696,4.16666666666667,3.0833333333333304,32.0,17.0,44.0,4.0,Graduate Degree,2.5
Ongoing,1,791,Personal,Anticipated,2,2,35.0,Female,36.0,17.0,3.5833333333333304,4.0,2.9166666666666696,4.16666666666667,3.0833333333333304,32.0,17.0,44.0,4.0,Graduate Degree,2.286
Ongoing,0,789,Personal,Anticipated,2,2,35.0,Female,36.0,17.0,3.5833333333333304,4.0,2.9166666666666696,4.16666666666667,3.0833333333333304,32.0,17.0,44.0,4.0,Graduate Degree,2.1430000000000002
Ongoing,1,813,School,Anticipated,1,2,35.0,Female,36.0,17.0,3.5833333333333304,4.0,2.9166666666666696,4.16666666666667,3.0833333333333304,32.0,17.0,44.0,4.0,Graduate Degree,2.8
Ongoing,0,861,Personal,Anticipated,2,2,33.0,Female,33.0,15.0,4.083333333,4.25,3.583333333,4.0,3.833333333,27.0,13.0,39.0,5.0,College Degree,1.4
Ongoing,0,900,Personal,Anticipated,1,2,33.0,Female,33.0,15.0,4.083333333,4.25,3.583333333,4.0,3.833333333,27.0,13.0,39.0,5.0,College Degree,1.0
Ongoing,0,896,Work,Unanticipated,3,3,33.0,Female,33.0,15.0,4.083333333,4.25,3.583333333,4.0,3.833333333,27.0,13.0,39.0,5.0,College Degree,1.0
Ongoing,1,876,Personal,Anticipated,1,3,33.0,Female,33.0,15.0,4.083333333,4.25,3.583333333,4.0,3.833333333,27.0,13.0,39.0,5.0,College Degree,1.0
Ongoing,0,842,Personal,Unanticipated,2,2,33.0,Female,33.0,15.0,4.083333333,4.25,3.583333333,4.0,3.833333333,27.0,13.0,39.0,5.0,College Degree,2.5
Ongoing,0,833,Personal,Anticipated,2,2,27.0,Male,36.0,23.0,3.5,3.75,4.333333333,3.333333333,1.166666667,36.0,16.0,25.0,7.0,Graduate Degree,1.8330000000000002
Ongoing,0,791,Personal,Anticipated,2,2,27.0,Male,36.0,23.0,3.5,3.75,4.333333333,3.333333333,1.166666667,36.0,16.0,25.0,7.0,Graduate Degree,1.571
Ongoing,1,806,Personal,Unanticipated,2,2,27.0,Male,36.0,23.0,3.5,3.75,4.333333333,3.333333333,1.166666667,36.0,16.0,25.0,7.0,Graduate Degree,1.0
ended,1,756,Personal,Unanticipated,2,2,34.0,Female,32.0,14.0,3.666666667,4.0,3.5,3.75,3.25,31.0,16.0,37.0,8.0,Graduate Degree,2.286
Ongoing,0,777,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.5
Ongoing,0,817,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,0,820,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.0
Ongoing,1,817,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,1,812,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,1,812,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,0,812,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,1,805,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.0
Ongoing,0,804,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.0
